Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
1,Sam Appleton,1,MPRO,AUS,00:00:00,02:03:48,01:12:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Tim O'Donnell,4,MPRO,USA,00:00:00,02:03:56,01:13:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Tim Reed,3,MPRO,AUS,00:00:00,02:04:18,01:14:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Jackson Laundry,2,MPRO,CAN,00:00:00,02:09:54,01:10:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Eric Lagerstrom,17,MPRO,USA,00:00:00,02:09:07,01:14:26,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,TJ Tollakson,27,MPRO,USA,00:00:00,02:08:04,01:18:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Timothy Winslow,6,MPRO,USA,00:00:00,02:14:29,01:16:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,Sean Harrington,5,MPRO,USA,00:00:00,02:17:02,01:14:23,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Jan Stepinski,162,M25-29,USA,00:00:00,02:14:30,01:20:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
9,Antonio Villardaga,28,MPRO,MEX,00:00:00,02:18:24,01:17:52,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
10,Ben Rudson,26,MPRO,CAN,00:00:00,02:16:36,01:20:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Chelsea Sodaro,40,FPRO,USA,00:00:00,02:21:44,01:16:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Jonathan Waltman,31,MPRO,USA,00:00:00,02:20:13,01:17:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Pelayo Menendez,2551,M25-29,ESP,00:00:00,02:19:49,01:16:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,Ernest Mantell,20,MPRO,USA,00:00:00,02:15:59,01:22:07,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
13,Luke McKenzie,22,MPRO,AUS,00:00:00,02:22:46,01:18:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Davis Frease,159,M25-29,USA,00:00:00,02:13:56,01:27:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Mirinda Carfrae,35,FPRO,AUS,00:00:00,02:22:29,01:17:04,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Paula Findlay,46,FPRO,CAN,00:00:00,02:20:33,01:22:04,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
14,Antoine Francoeur,13,MPRO,CAN,00:00:00,02:18:10,01:24:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
15,Ivan Dominguez,10,MPRO,USA,00:00:00,02:12:59,01:24:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
16,Daniel Pearson,24,MPRO,USA,00:00:00,02:20:25,01:22:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Justin Riele,2552,M25-29,USA,00:00:00,02:22:51,01:21:25,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Matthew Ison,163,M30-34,USA,00:00:00,02:20:24,01:21:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Matt Schafer,380,M18-24,USA,00:00:00,02:25:45,01:20:53,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Nolan McPeek-bechtold,160,M25-29,USA,00:00:00,02:21:13,01:18:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,James McDermott,239,M25-29,USA,00:00:00,02:18:17,01:23:03,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Vincent Dimassa,2549,M25-29,USA,00:00:00,02:21:58,01:18:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Gage Hale,379,M18-24,USA,00:00:00,02:19:40,01:16:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Alberto Hermoso Diaz,2559,M30-34,ESP,00:00:00,02:20:32,01:28:00,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
17,Ricardo Garcia Rivero,14,MPRO,MEX,00:00:00,02:29:28,01:18:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Eric Abbott,242,M30-34,USA,00:00:00,02:19:02,01:30:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
18,Loren Nelson,23,MPRO,CAN,00:00:00,02:16:58,01:32:00,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Kinsey Laine,55,FPRO,USA,00:00:00,02:25:14,01:24:00,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Van Fletcher,171,M40-44,USA,00:00:00,02:22:27,01:27:32,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,Grant Grafentin,2550,M25-29,USA,00:00:00,02:24:21,01:20:20,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
9,Brian Oneil,161,M25-29,USA,00:00:00,02:20:33,01:30:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,John Matson,165,M30-34,USA,00:00:00,02:23:52,01:24:47,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Bradley Kuper-Smith,2579,M35-39,USA,00:00:00,02:21:21,01:25:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Michael Hill,167,M35-39,USA,00:00:00,02:26:45,01:26:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
19,Brian Folts,12,MPRO,USA,00:00:00,02:25:01,01:20:38,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Alexander Kors,259,M35-39,USA,00:00:00,02:21:23,01:25:59,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
10,Kyle Williams,241,M25-29,USA,00:00:00,02:20:34,01:32:17,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Justin Laue,1690,M35-39,USA,00:00:00,02:21:57,01:23:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Donatas Ereminas,2575,M35-39,LTU,00:00:00,02:21:48,01:25:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Diego Blanton,158,M25-29,USA,00:00:00,02:26:27,01:16:41,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Jacob Ford,273,M40-44,USA,00:00:00,02:23:08,01:27:57,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Chris Johnson,172,M40-44,USA,00:00:00,02:24:03,01:25:53,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
20,Andres Chirinos,9,MPRO,PER,00:00:00,02:20:22,01:32:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Keith Kruelskie,249,M30-34,USA,00:00:00,02:23:22,01:27:20,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Jocelyn McCauley,37,FPRO,USA,00:00:00,02:23:09,01:32:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,R J Montes,174,M40-44,USA,00:00:00,02:22:59,01:27:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Sebastien DE Jong,246,M30-34,NLD,00:00:00,02:21:56,01:27:03,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Mike Dumas,1628,M35-39,USA,00:00:00,02:24:08,01:25:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Philip Billikopf,2557,M30-34,CHL,00:00:00,02:24:55,01:24:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Ciaran Byrne,176,M45-49,IRL,00:00:00,02:25:21,01:24:57,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Blaine Egan,1634,M35-39,USA,00:00:00,02:25:43,01:28:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Thomas Calmeau,270,M40-44,USA,00:00:00,02:23:08,01:28:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Maddy Pesch,57,FPRO,USA,00:00:00,02:28:06,01:30:00,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,James Allen,319,M55-59,USA,00:00:00,02:23:32,01:32:38,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Sarah Alexander,42,FPRO,USA,00:00:00,02:28:27,01:30:25,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,Yutaro Sano,552,M30-34,USA,00:00:00,02:30:40,01:28:49,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,John Hatala,310,M50-54,USA,00:00:00,02:25:59,01:27:23,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Michael Should Owe Me A Tandem Bike,4028,URELAY,USA,00:00:00,02:42:01,01:17:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,Mitchell Page,1323,M25-29,AUS,00:00:00,02:24:27,01:28:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
9,Patrick Talbott,166,M30-34,USA,00:00:00,02:29:39,01:31:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
10,Alex Sharp,2567,M30-34,USA,00:00:00,02:22:01,01:31:59,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,Meredith Kessler,39,FPRO,USA,00:00:00,02:36:25,01:25:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Diego Castillo Rangel,388,M30-34,MEX,00:00:00,02:28:01,01:27:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
13,Dan Farrell,1277,M25-29,USA,00:00:00,02:27:28,01:32:03,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,Andrew Theron,254,M30-34,ZAF,00:00:00,02:28:26,01:30:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,John Dwight,1869,M40-44,USA,00:00:00,02:26:42,01:32:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,Tim Barrett,256,M35-39,USA,00:00:00,02:21:00,01:31:00,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
9,Colin Lough,1709,M35-39,GBR,00:00:00,02:28:59,01:29:57,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
10,Tim Hotchandani,1669,M35-39,USA,00:00:00,02:34:09,01:24:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Andy Iorg,296,M45-49,USA,00:00:00,02:30:01,01:28:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Dennis Woodside,181,M50-54,USA,00:00:00,02:25:06,01:32:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Steven Miller,301,M45-49,NZL,00:00:00,02:33:56,01:21:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
13,Clay Wilkes,1577,M30-34,USA,00:00:00,02:33:07,01:20:53,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Tyler Long,278,M40-44,USA,00:00:00,02:32:22,01:33:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
14,Anthony Dapelo,1408,M30-34,USA,00:00:00,02:22:36,01:35:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Dantley Young,2588,M35-39,USA,00:00:00,02:33:58,01:23:59,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
14,Jean-Paul Espinosa,383,M25-29,GBR,00:00:00,02:34:33,01:28:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,David Polania,265,M35-39,COL,00:00:00,02:36:57,01:26:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
13,John Nickerson,263,M35-39,USA,00:00:00,02:33:57,01:27:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Maxim Mahoney,1216,M18-24,GBR,00:00:00,02:28:44,01:35:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
14,Vilen Rodeski,168,M35-39,USA,00:00:00,02:28:23,01:31:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Sarah Cameto,2641,F35-39,USA,00:00:00,02:34:12,01:33:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
9,Isabelle Rouleau,60,FPRO,CAN,00:00:00,02:36:11,01:29:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
15,Daniel Johnson,1674,M35-39,USA,00:00:00,02:25:24,01:33:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
15,Christopher Cogswell,122,M25-29,USA,00:00:00,02:31:49,01:33:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Manuel Sanchez,2302,M50-54,USA,00:00:00,02:30:50,01:33:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Speedy Svtc Sistas,4067,URELAY,USA,00:00:00,02:34:18,01:32:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
15,Nathan Cruse,245,M30-34,USA,00:00:00,02:29:43,01:37:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
16,Andrew Williams,1805,M35-39,GBR,00:00:00,02:34:37,01:32:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Franklin Rice,2539,M18-24,USA,00:00:00,02:31:05,01:32:40,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Todd Rau,2294,M50-54,USA,00:00:00,02:31:55,01:33:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Thomas Trauger,184,M55-59,USA,00:00:00,02:28:21,01:39:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
16,Christopher Blecher,526,M25-29,USA,00:00:00,02:31:51,01:26:32,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
16,Federico Alvino,243,M30-34,ITA,00:00:00,02:38:05,01:27:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
17,Scott Kadolls,129,M30-34,USA,00:00:00,02:24:55,01:32:22,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
18,Adam Rich,393,M30-34,USA,00:00:00,02:37:03,01:31:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,Keith Nobile,2594,M40-44,USA,00:00:00,02:30:04,01:35:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
17,Jared Tubb,169,M35-39,ZAF,00:00:00,02:24:25,01:38:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
10,Brittany Higgins,49,FPRO,USA,00:00:00,02:37:30,01:32:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Allison Merlo,2510,F25-29,USA,00:00:00,02:36:02,01:29:23,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
19,Sean Mahoney,2562,M30-34,USA,00:00:00,02:30:15,01:42:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
17,Abhijith Umesha,386,M25-29,IND,00:00:00,02:31:58,01:33:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Ben Tolliday,1235,M18-24,USA,00:00:00,02:25:49,01:46:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Anna Guzman,138,F30-34,USA,00:00:00,02:32:36,01:34:20,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Meredith Gardner,195,F35-39,USA,00:00:00,02:37:08,01:32:50,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
20,Todd Kupke,164,M30-34,USA,00:00:00,02:30:20,01:32:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
18,Ethan Albrecht,1244,M25-29,USA,00:00:00,02:36:33,01:31:57,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Ashley Dellosa,2512,F30-34,USA,00:00:00,02:31:31,01:40:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
9,Dave Helsel,276,M40-44,USA,00:00:00,02:39:36,01:32:32,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
10,David Steindam,2002,M40-44,USA,00:00:00,02:27:46,01:34:38,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Emily Lanter,199,F35-39,USA,00:00:00,02:34:10,01:33:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team 3 Blonde Bombs,4002,URELAY,USA,00:00:00,02:41:35,01:26:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,John Tuttle,2631,M55-59,USA,00:00:00,02:33:05,01:38:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Ken McKinnon,323,M55-59,USA,00:00:00,02:25:03,01:41:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Alex Begg,182,M55-59,USA,00:00:00,02:26:44,01:44:03,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Meghan Faulkenberry,45,FPRO,USA,00:00:00,02:39:43,01:32:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Ted Westerheide,480,M50-54,USA,00:00:00,02:29:48,01:36:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
21,Kory Gray,1437,M30-34,USA,00:00:00,02:30:56,01:41:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,David Cronwall,306,M50-54,USA,00:00:00,02:31:49,01:35:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Scott Hurlbert,311,M50-54,USA,00:00:00,02:36:27,01:33:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
22,Andrew Sidor,394,M30-34,USA,00:00:00,02:21:54,01:44:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,Kelly O'Mara,56,FPRO,USA,00:00:00,02:38:37,01:35:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Felicity Joyce,791,F35-39,AUS,00:00:00,02:25:53,01:43:55,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Lauren Harrison,144,F40-44,USA,00:00:00,02:34:39,01:37:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
19,Travis Fodor,238,M25-29,USA,00:00:00,02:39:16,01:27:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Jonathan Yance,285,M40-44,PHL,00:00:00,02:30:26,01:38:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
13,Sierra Snyder,65,FPRO,USA,00:00:00,02:42:45,01:32:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,John Wiberg,2623,M50-54,USA,00:00:00,02:29:38,01:39:57,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
18,Jonathan Rodgers,2581,M35-39,USA,00:00:00,02:42:10,01:31:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Paul Gompers,183,M55-59,USA,00:00:00,02:35:11,01:35:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Jady Palko,177,M45-49,USA,00:00:00,02:26:01,01:41:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
19,Mario Wilson,2586,M35-39,USA,00:00:00,02:27:21,01:45:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
20,Matt Petrocci,1738,M35-39,USA,00:00:00,02:38:29,01:21:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,Jeffrey Dwight,1868,M40-44,USA,00:00:00,02:37:44,01:38:07,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
23,Ken Rakestraw,1519,M30-34,USA,00:00:00,02:26:05,01:50:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
21,Rodolfo Quezada,406,M35-39,MEX,00:00:00,02:31:26,01:35:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
24,Freddie Liversidge,250,M30-34,GBR,00:00:00,02:31:01,01:43:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
25,Hunter Ellis,2558,M30-34,USA,00:00:00,02:23:12,01:48:50,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Frederic Raynal,178,M45-49,FRA,00:00:00,02:31:41,01:38:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
20,Ryan Eckert,382,M25-29,USA,00:00:00,02:34:37,01:41:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
21,Dominik Machado,1308,M25-29,USA,00:00:00,02:39:39,01:29:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
22,Scott Fulkerson,258,M35-39,USA,00:00:00,02:36:30,01:34:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
13,Tim Swanson,2005,M40-44,USA,00:00:00,02:36:45,01:33:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
5,Anna Haw,2516,F35-39,ZAF,00:00:00,02:46:12,01:30:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
14,Brian Mooney,175,M40-44,USA,00:00:00,02:37:00,01:35:41,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Ginny Meadway,141,F35-39,USA,00:00:00,02:31:57,01:41:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Bill Anderson,286,M45-49,USA,00:00:00,02:38:16,01:36:20,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Chelsea Tiner,140,F30-34,USA,00:00:00,02:34:59,01:40:39,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
15,Jeff Osuna,280,M40-44,USA,00:00:00,02:36:17,01:38:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Alex Kost,1212,M18-24,USA,00:00:00,02:40:41,01:30:28,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,George Edmiston,460,M55-59,USA,00:00:00,02:35:54,01:37:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
