Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
130,Michael Beehler,1383,M30-34,USA,00:00:00,03:02:57,02:20:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
139,Bradley Curtis,1620,M35-39,USA,00:00:00,03:06:14,02:02:26,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
26,Maria Guerrero,869,F40-44,USA,00:00:00,03:09:00,02:06:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
140,James Williams,1806,M35-39,USA,00:00:00,03:00:46,02:16:31,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
141,David Haase,1656,M35-39,USA,00:00:00,02:55:26,02:24:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
77,Sean Marshall,1309,M25-29,USA,00:00:00,03:10:18,02:13:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
108,Cory Older,1961,M40-44,USA,00:00:00,03:18:26,02:00:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
30,Alexander Faille,1205,M18-24,USA,00:00:00,02:51:18,02:24:41,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
78,Ray Twesten,2324,M50-54,USA,00:00:00,02:53:54,02:19:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
33,Shannon Gaine,671,F30-34,USA,00:00:00,03:10:17,02:06:32,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
79,Patrick Parsons,2288,M50-54,GBR,00:00:00,02:58:20,02:13:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
142,Louis Mark Thomas,409,M35-39,USA,00:00:00,02:54:53,02:23:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
131,Mehdi Hasan,1446,M30-34,USA,00:00:00,03:00:14,02:19:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
143,Tim Kirby,1686,M35-39,USA,00:00:00,03:03:48,02:19:38,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Sisyphus Triathlon Team,4043,URELAY,USA,00:00:00,03:15:42,02:02:49,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
109,Pablo Marquez,1939,M40-44,COL,00:00:00,03:09:24,02:00:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
6,Melissa Lopez,580,F18-24,USA,00:00:00,03:03:01,02:15:31,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
34,Kelcy Cranford,660,F30-34,USA,00:00:00,03:14:19,02:10:50,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
31,Kyle Hoffman,1208,M18-24,USA,00:00:00,03:00:08,02:22:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
144,Christopher Byungwoo Min,1728,M35-39,USA,00:00:00,03:09:55,02:04:38,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
78,Akaash Bhalla,1251,M25-29,USA,00:00:00,02:59:22,02:15:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Tani Conidaris,231,F55-59,USA,00:00:00,03:04:32,02:21:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
132,Salim Mokhtari,1496,M30-34,MAR,00:00:00,03:01:40,02:20:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
79,Yannru Cheng,1260,M25-29,TWN,00:00:00,03:06:04,02:12:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
110,Ramon Moreno,423,M40-44,USA,00:00:00,02:52:41,02:32:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
32,Vlad Tkachuk,1234,M18-24,CAN,00:00:00,02:58:13,02:18:48,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
27,Jenny Halterman,871,F40-44,USA,00:00:00,03:27:38,02:00:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
29,Peggy Neidig,983,F45-49,USA,00:00:00,03:02:42,02:25:28,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
80,Ken Miller,2275,M50-54,USA,00:00:00,02:57:14,02:19:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
80,Jacob Greenberg,1280,M25-29,SWE,00:00:00,02:53:57,02:21:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
75,Matthew Flanzer,517,M45-49,USA,00:00:00,03:02:46,02:15:25,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Pureridepsychos,4038,URELAY,USA,00:00:00,03:05:11,02:18:49,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
21,Kaeli Flaczinski,613,F25-29,USA,00:00:00,03:09:41,02:16:23,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
111,Steve Chapman,1855,M40-44,USA,00:00:00,03:02:31,02:12:55,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
145,Juan Diego Vierheller,1797,M35-39,USA,00:00:00,03:14:59,01:59:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,Nicole Jaffke,575,F18-24,USA,00:00:00,03:26:42,01:47:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
33,Pablo Acosta,1198,M18-24,GTM,00:00:00,03:20:56,01:57:26,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
76,Tony Luu,2125,M45-49,USA,00:00:00,03:01:23,02:12:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
81,Martin Turner,456,M50-54,USA,00:00:00,03:15:50,01:57:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
35,Elizabeth Schillo,714,F30-34,USA,00:00:00,03:07:44,02:12:48,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
28,Veronica Marzorini,1071,F50-54,USA,00:00:00,03:13:21,02:03:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
133,Yzeel (mason) Orme,1509,M30-34,USA,00:00:00,03:13:05,02:05:00,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
81,Oliver Hansen,1285,M25-29,USA,00:00:00,03:11:00,02:09:28,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
146,Matthew Miller,1727,M35-39,USA,00:00:00,03:11:03,02:08:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
112,Ryan Coburn,1860,M40-44,USA,00:00:00,03:02:42,02:10:52,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,Jen Colosi,372,F55-59,USA,00:00:00,03:00:10,02:20:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
113,Ryan Turrentine,2011,M40-44,USA,00:00:00,02:56:41,02:26:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Team Lundy,4054,URELAY,USA,00:00:00,03:28:40,02:00:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
17,David Marek,2635,M60-64,USA,00:00:00,02:51:58,02:20:55,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
114,David Crisafi,1861,M40-44,USA,00:00:00,03:09:35,02:09:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
115,Jake Messersmith,1948,M40-44,USA,00:00:00,03:13:27,02:04:49,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
28,Traci Colgan,347,F40-44,USA,00:00:00,03:08:48,02:17:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
45,Dave Yurkovic,2423,M55-59,USA,00:00:00,03:00:05,02:24:22,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
82,Joe Garcia,2241,M50-54,USA,00:00:00,03:05:06,02:14:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
77,Jason Hallquist,432,M45-49,USA,00:00:00,02:56:08,02:23:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
116,Dan Griffith,418,M40-44,USA,00:00:00,02:56:10,02:13:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team CC Chang Family Strong,4008,URELAY,USA,00:00:00,03:03:30,01:55:22,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
39,Jamie Olson,2651,F35-39,USA,00:00:00,03:08:43,02:12:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
147,Patrick Sullivan,1778,M35-39,USA,00:00:00,03:33:57,01:51:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
148,James Vickers,1796,M35-39,USA,00:00:00,03:09:31,02:14:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
22,Hannah Skurnik,640,F25-29,USA,00:00:00,03:17:49,02:06:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
8,Jessie Won,588,F18-24,CAN,00:00:00,03:16:18,02:18:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
46,Philippe Timothee,2416,M55-59,USA,00:00:00,03:03:04,02:19:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
134,Paul Johnson,2560,M30-34,USA,00:00:00,02:59:51,02:19:48,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
29,Lori Cook,1030,F50-54,USA,00:00:00,03:11:33,02:12:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
149,James Smith,1771,M35-39,USA,00:00:00,02:55:47,02:26:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
47,Brian Trafas,2417,M55-59,USA,00:00:00,03:13:08,02:01:20,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
117,Ryan Pickett,1967,M40-44,USA,00:00:00,03:01:47,02:23:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
48,Andy Lieberman,2379,M55-59,USA,00:00:00,03:11:21,02:06:22,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
118,John Gray,1886,M40-44,USA,00:00:00,02:46:45,02:34:39,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
78,Robert Risley,2159,M45-49,GBR,00:00:00,03:18:17,01:57:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
83,Alain Breon,532,M50-54,FRA,00:00:00,02:45:19,02:27:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
79,Carter Gawron,2083,M45-49,USA,00:00:00,03:12:58,01:52:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
23,Mar Villamar,652,F25-29,USA,00:00:00,03:19:07,02:06:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
36,Dayna York,740,F30-34,USA,00:00:00,03:19:49,02:06:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
82,Arthur Erickson,1276,M25-29,USA,00:00:00,03:12:35,02:02:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
84,Marc Scherschel,2303,M50-54,USA,00:00:00,03:01:28,02:18:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
34,Matthew Smith,2541,M18-24,USA,00:00:00,03:02:28,02:23:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
80,Michael Myette,2135,M45-49,USA,00:00:00,02:53:41,02:25:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
1,Jacque Harvey,2499,M70-74,USA,00:00:00,03:06:31,02:20:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
29,Hue Nguyen,905,F40-44,VNM,00:00:00,03:13:46,02:08:28,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
35,Addison Partida,2538,M18-24,USA,00:00:00,03:04:00,02:16:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
81,Carlos Mendoza,2131,M45-49,USA,00:00:00,03:00:40,02:23:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
82,Mark Meuser,2606,M45-49,USA,00:00:00,02:55:41,02:26:40,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
13,Chacha Ramon,2533,F55-59,USA,00:00:00,03:07:20,02:16:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
83,Drew Wagner,1363,M25-29,USA,00:00:00,03:12:01,02:01:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
85,Robert Wright,2335,M50-54,USA,00:00:00,03:10:59,02:10:04,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
83,Tom O'Byrne,523,M45-49,USA,00:00:00,02:55:29,02:27:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
150,Daniel Gaunt,1649,M35-39,USA,00:00:00,02:57:06,02:24:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
30,Victoria Folks,959,F45-49,USA,00:00:00,03:10:01,02:13:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
49,Brian Blatter,2340,M55-59,USA,00:00:00,03:09:35,02:19:53,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
37,Courtney Sussex,728,F30-34,USA,00:00:00,03:18:31,02:11:31,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
50,Kenneth Pechter,2396,M55-59,USA,00:00:00,03:27:16,01:50:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
31,Kelli Christensen,950,F45-49,USA,00:00:00,03:16:34,02:13:23,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
119,Reza Ghazimoradi,1882,M40-44,USA,00:00:00,02:58:40,02:25:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
151,Brian Shirk,1766,M35-39,USA,00:00:00,02:41:24,02:42:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
84,Aaron Foote,1278,M25-29,USA,00:00:00,03:09:00,02:17:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
30,Renee Westergaard,1102,F50-54,USA,00:00:00,03:04:21,02:23:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
85,Sean Brennan,1255,M25-29,USA,00:00:00,03:10:32,02:17:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
31,Angela Grosvenor,540,F50-54,USA,00:00:00,03:09:51,02:09:40,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
18,Kim Darden,2437,M60-64,USA,00:00:00,03:06:50,02:15:40,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
152,Alexander Lee,1694,M35-39,USA,00:00:00,03:16:18,02:08:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
86,Ryan Kuhn,1301,M25-29,USA,00:00:00,03:26:45,01:51:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
84,Craig Saloner,2166,M45-49,USA,00:00:00,03:06:31,02:20:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
38,Felicity Fisher Estefanos,669,F30-34,GBR,00:00:00,03:18:44,02:09:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
86,Sang Tran,2321,M50-54,USA,00:00:00,02:49:45,02:31:25,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
9,Petra Boester,569,F18-24,USA,00:00:00,03:14:04,02:22:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
51,Mark Evans,2360,M55-59,USA,00:00:00,03:07:08,02:15:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
85,Bryan Murray,2134,M45-49,USA,00:00:00,03:12:41,02:17:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
40,Anamaria Cojocnean,766,F35-39,USA,00:00:00,03:25:35,02:07:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Les Vieux Cochons,4024,URELAY,USA,00:00:00,03:06:48,02:23:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
32,Phuong Vuong,215,F45-49,USA,00:00:00,03:10:56,02:06:28,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
39,Yau Lee,690,F30-34,HKG,00:00:00,03:05:08,02:12:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
33,Kali Glosser,356,F45-49,USA,00:00:00,03:12:32,02:15:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
40,Tiffany Edmonds,663,F30-34,USA,00:00:00,03:07:01,02:14:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Drown/Crash/Limp,4015,URELAY,USA,00:00:00,03:06:21,02:08:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
153,John Kelly,1683,M35-39,USA,00:00:00,03:07:02,02:15:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
154,Osvaldo Steve Velez,1794,M35-39,USA,00:00:00,02:51:03,02:40:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
87,Filip Kuzmanovski,1302,M25-29,SRB,00:00:00,03:12:00,02:13:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
3,Linda Pyle,2536,F60-64,USA,00:00:00,03:02:21,02:28:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
41,Sarah O'Donnell,701,F30-34,USA,00:00:00,03:01:42,02:34:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
32,Lori Smith,370,F50-54,USA,00:00:00,03:00:39,02:23:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
120,Rene Franco,2590,M40-44,USA,00:00:00,03:04:00,02:28:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
24,Danielle Arens,591,F25-29,USA,00:00:00,03:24:40,02:14:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
25,Breanna Taylor,645,F25-29,USA,00:00:00,03:19:13,02:01:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
36,Jacob Phaneuf,1226,M18-24,USA,00:00:00,03:43:35,01:44:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
86,Mark Daigre,2061,M45-49,USA,00:00:00,02:55:07,02:32:17,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
42,Abbie Johnson,680,F30-34,USA,00:00:00,03:01:11,02:20:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
7,David Gray,477,M65-69,USA,00:00:00,03:00:51,02:24:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
52,Mark Schwartz,2407,M55-59,USA,00:00:00,03:05:36,02:26:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Yumi Yager,1188,F60-64,JPN,00:00:00,03:11:40,02:03:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
53,Shawn Klein,2375,M55-59,USA,00:00:00,03:01:06,02:24:38,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
121,Shane Ressie,1976,M40-44,USA,00:00:00,02:51:49,02:35:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
87,Gregory Julien,2256,M50-54,USA,00:00:00,03:17:36,02:08:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
88,Manuel Sotelo,1351,M25-29,USA,00:00:00,02:55:39,02:28:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
89,Matthew Cecil,1259,M25-29,USA,00:00:00,03:21:21,02:02:33,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
30,Alison Ferlauto,860,F40-44,USA,00:00:00,03:24:02,02:02:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
87,Jonathan Burns,2050,M45-49,USA,00:00:00,02:57:03,02:32:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
41,Cassandra Bell,341,F35-39,USA,00:00:00,03:18:26,02:06:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
88,Kyle McElroy,2128,M45-49,USA,00:00:00,03:07:19,02:23:31,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
155,Anthony Tran,1789,M35-39,USA,00:00:00,02:54:19,02:29:00,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
89,Mike Bossom,2045,M45-49,USA,00:00:00,02:58:56,02:30:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Boozehounds,4007,URELAY,CAN,00:00:00,03:19:48,02:04:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
31,Nani Luculescu,897,F40-44,USA,00:00:00,02:59:07,02:19:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
90,Josh Pryor,384,M25-29,USA,00:00:00,02:52:06,02:51:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
19,Tim Jones,328,M60-64,USA,00:00:00,03:14:20,02:17:07,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
122,Michael Satoh,1990,M40-44,USA,00:00:00,03:05:20,02:35:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Starberries,4045,URELAY,USA,00:00:00,03:33:38,01:52:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
32,Stacie Tsangaris,932,F40-44,USA,00:00:00,02:58:33,02:32:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
156,Jay Beckstoffer,1598,M35-39,VIR,00:00:00,03:10:49,02:19:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
43,Christy Warnock,735,F30-34,USA,00:00:00,03:19:44,02:06:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
135,Michael Garrity,1429,M30-34,USA,00:00:00,03:20:14,02:10:48,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
88,Josh Braun,2215,M50-54,USA,00:00:00,03:02:57,02:23:39,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Docs And Blocks,4013,URELAY,USA,00:00:00,03:31:23,01:58:28,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
157,Clayton Wyatt,1812,M35-39,USA,00:00:00,02:54:51,02:24:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
42,Rebecca Turnipseed,831,F35-39,USA,00:00:00,03:13:07,02:26:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
37,Erick Hernandez Hinojosa,1207,M18-24,MEX,00:00:00,03:05:38,02:20:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
