Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
33,Rob Teren,1571,M50-54,USA,02:47:56,01:57:14,04:48:40,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
61,David Luken,1110,M30-34,USA,02:49:08,01:56:25,04:48:53,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
34,Cameron Christo,995,M50-54,USA,02:41:42,02:01:10,04:48:54,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
65,Randall Lossick,363,M35-39,USA,02:43:01,02:02:59,04:48:54,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
65,Salvador Lopez,300,M40-44,USA,02:46:20,01:51:55,04:49:01,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
40,Michael Franks,793,M45-49,USA,02:51:35,01:54:32,04:49:10,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
19,Tony Diarbakerli,197,M55-59,USA,02:38:08,02:07:01,04:49:11,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
10,Leslie Weaver,1146,F45-49,USA,02:42:40,02:03:15,04:49:27,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
15,Andrew Greene,357,M18-24,USA,02:43:46,01:58:12,04:49:32,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
41,Scott Johnson,134,M45-49,USA,02:26:10,02:21:05,04:49:42,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
66,George Barrett,351,M40-44,USA,02:35:04,02:10:16,04:49:50,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
67,Justin Endres,1430,M40-44,USA,02:46:43,01:58:29,04:49:50,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
33,Alexander Ivanov,782,M25-29,USA,02:44:18,02:01:00,04:50:03,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
66,Neil Villarosa,1373,M35-39,USA,02:32:21,02:13:29,04:50:11,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
7,Kevin Rupp,547,M60-64,USA,02:30:50,02:15:21,04:50:19,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
34,Dominic Price,492,M25-29,USA,02:53:48,01:50:36,04:50:20,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
42,Mark Cripe,724,M45-49,USA,02:34:03,02:13:23,04:50:22,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
62,Mason Geiger,1606,M30-34,USA,02:32:41,02:13:50,04:50:27,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
8,Phil Dull,1216,M60-64,USA,02:50:10,01:53:51,04:50:28,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
35,Mark Shipman,1657,M25-29,USA,02:51:21,01:55:17,04:50:29,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
43,Steve Oberle,1365,M45-49,USA,02:44:06,02:01:36,04:50:29,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
7,Team Modineer,4050,XRELAY,USA,02:57:32,01:50:57,04:50:44,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
68,Nicola Cordoni Pizza,478,M40-44,BRA,02:43:51,02:00:49,04:50:52,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
67,Herbie Helm,246,M35-39,USA,02:34:26,02:10:29,04:50:57,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
36,Stephen Shull,508,M25-29,USA,02:32:38,02:15:08,04:50:59,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
35,Hector Martinez,1331,M50-54,USA,02:40:32,02:07:55,04:51:00,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
69,Jeffrey Levesque,1554,M40-44,USA,02:35:47,02:11:53,04:51:04,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
9,Roger Nelson,51,M60-64,USA,02:29:27,02:15:21,04:51:11,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
37,Kyle Weiss,366,M25-29,USA,02:44:09,02:03:49,04:51:13,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
13,Sarena Vargo,1516,F40-44,USA,02:51:30,01:54:39,04:51:15,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
63,Andrew Schonhoff,1248,M30-34,USA,02:41:42,02:05:19,04:51:20,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
36,John Wright,539,M50-54,USA,02:50:51,01:57:14,04:51:20,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
64,Jesse Sharp,964,M30-34,USA,02:52:37,01:54:04,04:51:23,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
44,James Malo,1333,M45-49,USA,02:36:03,02:11:53,04:51:43,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
14,Jocelyn Rowe,1066,F40-44,USA,02:56:25,01:50:44,04:51:43,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
37,Gino Frigo,654,M50-54,USA,02:37:41,02:09:55,04:51:45,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
70,Mike Janusz,1442,M40-44,USA,02:44:46,02:01:12,04:51:47,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
71,Richard Mann III,1103,M40-44,USA,02:49:35,01:58:19,04:51:49,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
65,Jake Beck,955,M30-34,USA,02:51:40,01:57:17,04:51:51,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
11,Kendra Frigo,655,F45-49,USA,02:48:24,02:00:14,04:51:51,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
72,Miroslaw Geisler,471,M40-44,POL,02:25:19,02:23:03,04:51:53,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
73,Ryan Turpen,1441,M40-44,USA,02:34:38,02:14:42,04:52:01,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
68,Sergey Turin,1681,M35-39,USA,02:51:40,01:55:14,04:52:10,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
45,Javier Bueno Perez,962,M45-49,PRI,03:00:30,01:46:40,04:52:17,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
38,Jon Popke,592,M50-54,USA,02:52:57,01:53:03,04:52:25,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
69,Justin Koszarek,1438,M35-39,USA,02:30:16,02:17:33,04:52:25,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
38,Shelby Straight,124,M25-29,USA,02:51:12,01:55:38,04:52:31,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
66,Kenton Hancock,1588,M30-34,USA,02:45:25,02:03:08,04:52:47,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
39,Sam Gutknecht,622,M25-29,USA,02:44:47,02:03:36,04:52:47,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
9,Tori Karsten,86,F30-34,USA,02:53:16,01:56:56,04:52:48,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
74,Bernie Manker,760,M40-44,USA,02:46:17,02:01:18,04:52:52,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
8,Anne Schwarzwalder,937,F25-29,USA,02:24:38,02:24:59,04:52:53,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
9,Kendra Weekley,467,F25-29,USA,02:46:31,02:03:51,04:52:54,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
67,Joseph Jablonski,156,M30-34,USA,02:33:30,02:14:34,04:52:58,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
75,Umit Vatansever,967,M40-44,TUR,02:28:23,02:21:32,04:53:12,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
70,Pier Piccinetti,387,M35-39,VEN,02:55:30,01:55:05,04:53:18,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
39,Christopher Wiederhold,1499,M50-54,USA,02:48:01,02:01:20,04:53:23,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
3,Savannah Brannan,910,F18-24,USA,03:03:58,01:43:31,04:53:31,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
15,Tarra Daprato,1451,F40-44,USA,02:43:51,02:04:32,04:53:35,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
16,Adam Pemberton,1245,M18-24,USA,02:44:59,02:04:24,04:53:38,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
40,David Katz,1568,M50-54,USA,02:44:58,02:06:22,04:53:42,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
10,Michael O'Hearn,334,M60-64,USA,02:47:59,02:01:48,04:53:43,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
76,Dan Valentini,886,M40-44,USA,02:49:57,01:59:39,04:53:45,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
17,Kyle Gabbard,1537,M18-24,USA,02:44:52,02:02:34,04:53:56,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
46,James Bockey,449,M45-49,USA,02:37:30,02:12:41,04:54:00,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
16,Emily Hippen,446,F40-44,USA,02:44:07,02:06:01,04:54:04,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
71,Scott Flagle,1336,M35-39,USA,02:34:22,02:16:21,04:54:09,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
41,Thomas Bellos,171,M50-54,USA,02:35:20,02:14:53,04:54:13,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
47,Dave Hunnius,1668,M45-49,USA,03:10:13,01:39:02,04:54:25,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
72,Zachary Ketcham,198,M35-39,USA,02:56:19,01:54:24,04:54:33,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
48,Chad Baird,74,M45-49,USA,02:32:19,02:17:45,04:54:50,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
77,Jeremy McLeod,731,M40-44,USA,02:55:23,01:51:36,04:54:52,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
68,Corey Hawes,571,M30-34,USA,02:45:23,02:06:07,04:54:54,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
73,Jordan Fennema,881,M35-39,USA,02:44:48,02:05:33,04:54:54,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
49,Juan Mata,1325,M45-49,USA,02:22:39,02:28:12,04:54:55,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
40,Tom Munroe,879,M25-29,USA,02:39:47,02:11:04,04:55:00,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
41,Evan Elsbury,1109,M25-29,USA,02:49:45,02:02:32,04:55:07,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
50,Ramon Alcantara,223,M45-49,DOM,02:48:15,02:03:29,04:55:07,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
42,Robert Hogan,43,M25-29,USA,02:50:00,01:58:05,04:55:12,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
74,Brett Stickrod,418,M35-39,USA,02:57:05,01:54:23,04:55:14,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
69,Diego Navarro,252,M30-34,PHL,02:43:04,02:08:29,04:55:16,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
11,Schack Von Rumohr,700,M60-64,USA,02:48:14,02:02:47,04:55:20,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
43,Kevin Hubner,976,M25-29,USA,02:52:39,01:54:54,04:55:21,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
10,Karah Osterberg,44,F30-34,USA,02:46:31,02:04:35,04:55:39,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
13,Aurore-Cecile Valfort,485,F35-39,FRA,02:54:14,01:56:24,04:55:41,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
42,David Rounds,845,M50-54,USA,02:34:26,02:17:05,04:55:51,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
75,Eric Johnson,324,M35-39,USA,02:47:49,02:00:31,04:56:02,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
20,Mike Moya,1118,M55-59,USA,02:26:51,02:21:58,04:56:05,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
14,Claire Glass,562,F35-39,USA,02:51:47,02:01:41,04:56:07,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
10,Becca Arlt,1298,F25-29,USA,02:50:33,02:01:16,04:56:20,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
70,Justin van Allen,263,M30-34,USA,02:48:55,02:03:23,04:56:22,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
71,James Hickey,1125,M30-34,USA,03:05:57,01:45:47,04:56:24,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
78,Daniel Vehe,1157,M40-44,USA,02:50:39,02:03:13,04:56:30,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
21,John Spilman,162,M55-59,USA,02:45:06,02:07:53,04:56:32,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
12,Nicole Golding,1159,F45-49,USA,02:50:54,02:02:23,04:56:37,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
72,Kyle Sharp,348,M30-34,USA,02:44:28,02:07:05,04:56:40,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
15,Lauren Birkel,608,F35-39,USA,02:42:21,02:10:59,04:56:45,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
44,Benjamin Griessmann,1316,M25-29,USA,02:48:28,02:02:14,04:57:00,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
13,Nicole Finstad,819,F45-49,USA,02:51:49,02:02:28,04:57:00,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
76,Alberto Gonzalez,542,M35-39,USA,02:51:53,02:00:32,04:57:03,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
17,Ashley Kranz,145,F40-44,USA,02:49:42,02:02:31,04:57:08,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
77,Mark Paulson,98,M35-39,USA,02:42:42,02:11:22,04:57:14,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
51,Paul Nevelos,673,M45-49,GBR,02:32:53,02:21:07,04:57:14,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
43,Luke Takahashi,626,M50-54,JPN,02:45:41,02:04:49,04:57:16,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
78,Zach Mertens,1192,M35-39,USA,02:46:07,02:09:07,04:57:18,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
45,Ryan Helsdingen,1158,M25-29,USA,02:35:50,02:19:05,04:57:18,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
16,Simone Twibell,52,F35-39,USA,02:59:12,01:55:11,04:57:20,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
79,Jon Hall,205,M40-44,USA,02:40:38,02:10:46,04:57:31,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
52,Curtis Harris,1618,M45-49,USA,02:48:38,02:05:24,04:57:37,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
80,Philip Sigsworth,139,M40-44,USA,02:52:44,02:00:52,04:58:19,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
18,Cameron Gelwicks,746,M18-24,USA,02:52:36,02:02:50,04:58:22,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
81,Mike Vanvleet,1003,M40-44,USA,02:50:37,02:03:20,04:58:23,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
46,Andres Cockrell,1521,M25-29,USA,02:45:55,02:08:12,04:58:26,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
82,Brian Murphy,1250,M40-44,USA,02:58:02,01:57:08,04:58:31,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
8,Team Hopefully Faster Than Last Time,4016,XRELAY,USA,02:57:11,01:58:10,04:58:31,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
22,Matt Meehan,597,M55-59,USA,02:32:49,02:23:30,04:58:46,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
47,Jason Luzinski,1062,M25-29,USA,02:42:16,02:08:48,04:58:52,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
83,Aaron Schueneman,586,M40-44,USA,02:46:24,02:08:08,04:59:03,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
18,Susan Orcutt,674,F40-44,USA,02:53:25,02:02:44,04:59:03,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
79,Micah Frost,178,M35-39,USA,02:56:08,01:59:08,04:59:06,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
53,Jeff Hess,476,M45-49,USA,02:53:30,02:02:05,04:59:08,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
14,Elisavet Paplomata,774,F45-49,USA,02:49:05,02:06:56,04:59:11,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
80,Jason Vanderwest,1391,M35-39,USA,02:40:15,02:15:14,04:59:16,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
15,Lisa Altman,62,F45-49,USA,02:49:54,02:04:53,04:59:21,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
19,Ignacio Jasso,1313,M18-24,USA,02:54:26,01:56:49,04:59:21,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
12,Guy Olson,169,M60-64,USA,02:39:16,02:14:54,04:59:25,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
11,Elise Goldfine,1625,F25-29,USA,02:48:11,02:06:58,04:59:34,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
84,Bill Gustin,1487,M40-44,USA,02:48:11,02:06:37,04:59:38,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
73,Patrick Szeles,1427,M30-34,USA,02:45:17,02:10:19,04:59:40,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
54,Soren Huggins,843,M45-49,USA,02:51:39,02:02:14,04:59:42,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
23,Dan Fleshour,1144,M55-59,USA,02:46:55,02:10:20,04:59:51,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
85,Sean Quinn,1230,M40-44,USA,02:43:57,02:11:05,04:59:57,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
9,Team Mighty Boston and Me,4023,XRELAY,USA,02:56:18,02:00:33,05:00:08,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
17,Terri McNeany,1580,F35-39,USA,02:47:56,02:09:14,05:00:10,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
44,Masahiko Tokuya,254,M50-54,JPN,02:42:55,02:12:44,05:00:12,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
81,Charles Middleton,41,M35-39,USA,02:57:44,01:57:51,05:00:13,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
86,Jerry Hobson,1570,M40-44,USA,02:40:07,02:12:50,05:00:15,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
87,Marvin van Der Horst,428,M40-44,NLD,02:45:30,02:12:16,05:00:31,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
45,Doug Satorius,783,M50-54,USA,02:46:00,02:08:37,05:00:39,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
55,Keith Graham,210,M45-49,USA,02:32:49,02:25:34,05:00:45,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
82,William Bounds,287,M35-39,USA,02:39:33,02:12:38,05:00:47,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
8,Elizabeth Bruns,1503,F50-54,USA,02:50:26,02:07:12,05:00:47,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
56,Matthew Markley,243,M45-49,USA,02:50:51,02:05:30,05:00:48,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
57,Ryan Lebo,638,M45-49,USA,02:46:07,02:08:41,05:00:50,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
13,Dan Norem,274,M60-64,USA,02:59:06,01:58:34,05:00:56,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
12,Ann Meyjes,734,F25-29,USA,03:03:22,01:53:51,05:00:57,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
24,Simon Iregbu,510,M55-59,USA,02:41:47,02:15:17,05:01:05,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
83,James Bilan,544,M35-39,USA,02:44:39,02:12:03,05:01:06,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
48,Chase Hundman,1183,M25-29,USA,02:55:58,02:00:17,05:01:08,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
11,Qinglin Mok,790,F30-34,USA,03:00:22,01:57:04,05:01:09,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
74,Jacob Rogers,923,M30-34,USA,02:43:24,02:13:27,05:01:11,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
84,Graham van Horn,867,M35-39,USA,02:49:38,02:07:16,05:01:12,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
75,Matthew McShane,1184,M30-34,USA,02:56:03,02:00:04,05:01:12,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
58,Matthew Lewellen,345,M45-49,USA,02:44:15,02:11:41,05:01:14,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
18,Katie Zera,1008,F35-39,USA,02:46:43,02:11:09,05:01:15,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
19,Megan Farley,1324,F40-44,USA,02:55:34,02:01:18,05:01:15,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
85,Zeeshan Tejani,1136,M35-39,USA,02:51:50,02:00:45,05:01:26,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
76,Brad Lake,772,M30-34,USA,02:50:13,02:03:07,05:01:29,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
49,Matt Levy,1314,M25-29,USA,02:44:10,02:12:13,05:01:36,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
25,Steven Mertes,975,M55-59,USA,02:33:06,02:24:48,05:01:37,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
86,Philip McKnight,965,M35-39,USA,02:53:26,02:03:56,05:01:38,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
14,Steve Harris,1173,M60-64,USA,02:39:44,02:19:16,05:01:40,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
88,Yusuke Terasaki,543,M40-44,USA,02:45:41,02:11:33,05:01:46,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
13,Haley King,765,F25-29,USA,02:48:23,02:08:45,05:01:49,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
77,Patrick McGettigan,944,M30-34,USA,02:44:32,02:11:48,05:01:54,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
87,Cory Gackenheimer,1472,M35-39,USA,02:44:08,02:13:03,05:01:55,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
2,Mary Reed,722,F55-59,USA,02:51:22,02:05:23,05:02:00,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
46,Kraig Hinken,1346,M50-54,USA,02:45:18,02:11:36,05:02:01,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
88,Landon Geiger,1605,M35-39,USA,02:53:05,02:04:15,05:02:18,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
78,Jose Arciniega,1068,M30-34,USA,02:49:12,02:09:02,05:02:35,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
19,Samar Emami,1124,F35-39,USA,02:56:25,02:01:02,05:02:36,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
26,Allen Reed,226,M55-59,USA,02:38:38,02:18:54,05:02:38,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
12,Brooke Rogers,922,F30-34,USA,03:00:22,01:59:05,05:02:46,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
79,Paul Shock,755,M30-34,USA,02:31:50,02:26:46,05:03:05,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
9,Erin Harvego,335,F50-54,USA,02:45:35,02:14:12,05:03:14,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
59,Steve Hoffman,1486,M45-49,USA,02:44:31,02:12:07,05:03:15,Ironman 70.3 Steelhead,06/27/2021,"Benton Harbor, Michigan, USA"
