Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
9,Scott Ballance,754,M50-54,USA,00:34:08,00:04:19,00:03:01,19:09:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
3,Katie Corbin,3640,F40-44,USA,00:24:25,00:03:03,00:02:03,19:09:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Ray Camano,132,M50-54,USA,00:34:00,00:03:41,00:02:06,19:09:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Terry Devlieger,265,M55-59,USA,00:30:00,00:02:30,00:01:42,19:08:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Aubrey Dreker,484,F30-34,USA,00:27:39,00:02:40,00:02:14,19:08:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
20,Aaron Jenkins,354,M30-34,USA,00:27:19,00:03:05,00:02:04,19:08:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
4,Addison Hendricks,1878,M18-24,USA,00:39:06,00:03:25,00:02:38,19:08:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
21,Colin Prinsloo,2159,M30-34,USA,00:28:54,00:02:18,00:01:24,19:08:43,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
22,Christopher Thorn,2184,M30-34,USA,00:27:32,00:02:37,00:02:37,19:08:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Sam Browning,1911,M25-29,GBR,00:31:25,00:02:44,00:01:39,19:08:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Michael McVea,1884,M18-24,USA,00:31:12,00:04:05,00:02:01,19:08:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Nicole Sierra,285,F30-34,USA,00:29:01,00:02:43,00:01:35,19:07:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Matt Pryor,3031,M45-49,USA,00:29:13,00:03:04,00:03:08,19:07:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Kerry Mowlam,417,M45-49,AUS,00:26:35,00:03:53,00:02:28,19:07:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
26,Bernardo Perez,397,M40-44,PER,00:28:49,00:02:55,00:02:38,19:07:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
27,John Shilt,2418,M35-39,USA,00:26:05,00:02:47,00:03:12,19:07:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Mike Hocker,3221,M50-54,USA,00:27:52,00:02:42,00:02:21,19:07:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
27,Will Battaile,2478,M40-44,USA,00:25:28,00:02:28,00:01:53,19:07:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Neil Hersey,3448,M55-59,USA,00:30:02,00:03:52,00:02:10,19:06:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,Dustin Drewes,1925,M25-29,USA,00:30:47,00:02:31,00:02:23,19:06:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
28,Brian Dawson,2254,M35-39,USA,00:31:48,00:02:53,00:01:55,19:06:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
23,Travis Presnell,2157,M30-34,USA,00:33:02,00:03:32,00:02:04,19:06:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
7,Cameron Peters,965,F30-34,USA,00:33:04,00:03:12,00:02:01,19:06:24,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Jaime Boter,2806,M45-49,ESP,00:32:21,00:03:46,00:02:54,19:06:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
28,Stephen Vallance,403,M40-44,USA,00:28:21,00:02:50,00:03:28,19:06:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
3,Cymbeline Wilke,505,F35-39,USA,00:27:48,00:02:53,00:02:15,19:06:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
24,Matteo Seconi,147,M30-34,USA,00:30:35,00:02:58,00:01:46,19:05:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Nicolas Guevara,345,M25-29,COL,00:26:36,00:02:29,00:03:00,19:05:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,Amy Bevilacqua,54,FPRO,USA,00:29:49,00:05:00,00:03:54,19:05:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
1,Alicia Schultz,332,F50-54,USA,00:28:45,00:02:41,00:01:42,19:05:32,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Andrew Rothfeder,261,M50-54,USA,00:27:35,00:02:28,00:01:52,19:05:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
25,Kyle Smialek,2175,M30-34,USA,00:25:02,00:03:24,00:01:41,19:05:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
7,Timothy O'Leary,267,M55-59,USA,00:34:24,00:01:34,00:02:46,19:05:24,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Alvaro Velez,404,M40-44,COL,00:24:22,00:03:07,00:02:33,19:05:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
2,Elizabeth Ferrer,840,F25-29,USA,00:30:48,00:02:46,00:01:31,19:05:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
26,Jordan Peters,2153,M30-34,USA,00:32:51,00:03:03,00:02:34,19:05:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Darryl Parulan,377,M35-39,PHL,00:33:36,00:02:48,00:02:10,19:05:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
1,Claudia McCoy,1484,F45-49,USA,00:29:58,00:03:00,00:02:00,19:05:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,Dustin White,2016,M25-29,USA,00:27:58,00:03:14,00:02:07,19:05:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Michael Stainback,381,M35-39,USA,00:27:13,00:02:20,00:02:04,19:04:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
27,Mark Clee,122,M30-34,USA,00:29:28,00:04:58,00:02:20,19:04:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,James Stromberg,421,M45-49,USA,00:26:38,00:03:07,00:02:34,19:04:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Brian Lindner,2333,M35-39,USA,00:32:58,00:03:21,00:02:46,19:04:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
17,Nicholas Ewing,1929,M25-29,USA,00:26:28,00:02:52,00:02:00,19:04:16,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,Brian Hamm,2290,M35-39,USA,00:26:30,00:03:01,00:02:17,19:04:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Bradley Johnson,393,M40-44,USA,00:26:59,00:02:52,00:01:51,19:04:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
3,Team Couch Potatoes,4014,RELAY,PRT,00:27:19,00:02:36,00:01:35,19:04:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
28,Ross Hartney,2100,M30-34,USA,00:29:41,00:03:23,00:02:29,19:04:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
3,Indre Sabaliunaite,874,F25-29,LTU,00:34:06,00:03:50,00:03:42,19:04:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Sam Renikoff,1888,M18-24,USA,00:28:34,00:03:55,00:02:18,19:04:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
4,Brandy Royer,1114,F35-39,USA,00:31:33,00:02:46,00:02:01,19:03:46,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Yelena Maloney,202,F35-39,USA,00:37:09,00:03:02,00:02:00,19:03:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
2,Suzy Thomas,210,F45-49,USA,00:26:24,00:03:05,00:01:50,19:03:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Jason Philbin,3026,M45-49,USA,00:34:32,00:02:46,00:02:05,19:03:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,George Birdwell,591,M45-49,USA,00:31:33,00:03:30,00:03:45,19:03:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
4,Natalia Lopez Arrieta,275,F25-29,CRI,00:27:28,00:02:36,00:02:03,19:03:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
8,Michel Oostwal,454,M55-59,NLD,00:35:19,00:01:54,00:02:46,19:03:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Blake Guidry,547,M30-34,USA,00:27:28,00:03:59,00:02:20,19:03:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,Dan Hobby,2299,M35-39,USA,00:29:22,00:02:58,00:02:28,19:03:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Mark Hulbert,3225,M50-54,USA,00:35:51,00:04:11,00:02:01,19:02:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
17,Bill Ketchem,2935,M45-49,USA,00:28:51,00:03:11,00:01:32,19:02:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Gin Fleming,201,F35-39,USA,00:29:40,00:03:37,00:03:19,19:02:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Josh Morin,358,M30-34,USA,00:26:57,00:02:35,00:01:56,19:02:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
34,Elion Bulku,2230,M35-39,USA,00:32:24,00:02:25,00:02:18,19:02:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
35,Eric Matthews,2343,M35-39,USA,00:29:33,00:03:00,00:02:21,19:02:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
36,Justin Galuszka,557,M35-39,USA,00:28:51,00:03:07,00:03:18,19:02:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
37,Derek Park,2377,M35-39,USA,00:28:38,00:02:42,00:02:45,19:01:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Hector Gonzalez Torres,2087,M30-34,PRI,00:37:40,00:01:33,00:02:00,19:01:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
18,Richard O'Leary,252,M45-49,USA,00:30:33,00:03:36,00:02:29,19:01:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
19,Howard Cloke,2838,M45-49,USA,00:29:20,00:03:58,00:03:14,19:01:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Casey Fleming,197,F25-29,USA,00:31:11,00:02:57,00:02:23,19:01:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,Josue Mendoza,357,M30-34,BOL,00:29:47,00:02:59,00:03:01,19:01:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Ellie Penketh,866,F25-29,GBR,00:31:02,00:02:27,00:02:05,19:01:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
38,Bret Bauer,364,M35-39,USA,00:27:47,00:03:01,00:02:33,19:01:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
20,Wayne Thumm,422,M45-49,USA,00:29:02,00:02:44,00:02:07,19:00:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
7,Erica Lazarus,292,F35-39,USA,00:28:18,00:03:13,00:02:32,19:00:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
3,Stephanie Van Bebber,327,F45-49,USA,00:28:41,00:02:36,00:01:41,19:00:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,Gerald Jackson,433,M50-54,USA,00:32:17,00:03:31,00:03:25,19:00:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
8,Jen Keith,282,F30-34,USA,00:24:39,00:02:53,00:01:57,19:00:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Jose Garcia,713,M40-44,PRI,00:27:57,00:03:10,00:01:52,19:00:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,Dean Laws,2329,M35-39,USA,00:29:12,00:04:38,00:02:25,19:00:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
40,Jesse Cookson,230,M35-39,USA,00:28:25,00:02:55,00:02:50,19:00:03,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Bret Goodpaster,3208,M50-54,USA,00:37:35,00:04:41,00:04:23,18:59:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
41,Chris Herrington,2296,M35-39,USA,00:28:54,00:03:48,00:02:15,18:59:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
42,Nate Littlefield,232,M35-39,USA,00:29:02,00:03:13,00:03:04,18:59:32,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
2,Kristine Kester,329,F50-54,USA,00:25:28,00:02:36,00:01:42,18:59:26,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
4,Erica Ruge,324,F45-49,USA,00:33:08,00:03:08,00:01:56,18:59:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,John Dambrauskas,389,M40-44,USA,00:29:07,00:04:31,00:02:46,18:59:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,Will Morales,259,M50-54,USA,00:32:21,00:02:42,00:01:48,18:59:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,Felipe Szpigel,586,M40-44,USA,00:28:19,00:03:05,00:02:20,18:59:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
17,Duke Gilkey,430,M50-54,USA,00:29:54,00:03:05,00:01:50,18:59:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
21,Burt Hodges,2913,M45-49,USA,00:30:13,00:02:56,00:02:11,18:59:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
2,Larry Black,269,M60-64,USA,00:24:30,00:03:04,00:03:23,18:58:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
34,Jason Hassell,2583,M40-44,USA,00:27:50,00:03:08,00:02:45,18:58:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,George News,2144,M30-34,USA,00:25:38,00:02:28,00:02:03,18:58:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
7,Jake Fikse,1871,M18-24,USA,00:25:34,00:02:02,00:01:35,18:58:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
35,Randy Clements,388,M40-44,USA,00:31:20,00:03:49,00:02:27,18:58:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
22,Diego Velasquez,3097,M45-49,USA,00:29:12,00:02:32,00:02:06,18:58:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
8,Rebecca Ledesma,293,F35-39,USA,00:26:33,00:02:46,00:02:24,18:58:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
1,Kyle Coon,103,M PC,USA,00:28:45,00:03:32,00:02:01,18:58:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
2,Danny Craven,104,M PC,USA,00:28:45,00:03:31,00:02:00,18:58:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
36,Mike Smith,400,M40-44,CAN,00:29:43,00:02:43,00:01:58,18:58:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
34,Richard Cannon,2048,M30-34,USA,00:28:46,00:03:01,00:01:54,18:58:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
23,Darren Gould,2892,M45-49,USA,00:30:32,00:03:47,00:02:50,18:58:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
37,Richard Helms,2586,M40-44,USA,00:29:29,00:03:22,00:01:57,18:58:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
18,Walter Joel Solano,1999,M25-29,CRI,00:34:03,00:04:01,00:05:32,18:58:03,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
4,Team Team Quintana Roo,4060,RELAY,USA,00:24:12,00:02:56,00:01:33,18:58:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
4,Leyla Porteous,1281,F40-44,AUS,00:26:25,00:03:01,00:02:01,18:57:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
24,Joe Dorff,249,M45-49,USA,00:32:24,00:02:37,00:02:58,18:57:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
38,Matthew Certain,2512,M40-44,USA,00:36:18,00:01:55,00:03:35,18:57:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
35,Robin Cuypers,546,M30-34,BEL,00:27:45,00:02:56,00:02:01,18:57:17,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,Evan Malone,2632,M40-44,USA,00:27:28,00:04:06,00:02:59,18:57:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
25,George Bene,2796,M45-49,USA,00:31:26,00:02:35,00:03:04,18:57:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
43,Daniel Whitehouse,2446,M35-39,USA,00:30:30,00:03:14,00:04:21,18:56:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
36,Dean Brannen,2041,M30-34,USA,00:30:40,00:03:37,00:03:31,18:56:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
8,Adar Horowitz,1879,M18-24,USA,00:26:10,00:03:34,00:02:39,18:56:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
26,Fernando Torres,424,M45-49,PRI,00:33:20,00:02:57,00:02:11,18:56:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
9,Elizabeth Schaefer,297,F35-39,USA,00:26:20,00:02:54,00:01:52,18:56:43,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Abby Mowinski,310,F40-44,USA,00:24:47,00:02:46,00:02:16,18:56:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
18,Mike Stacks,625,M50-54,USA,00:32:01,00:03:12,00:03:11,18:56:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Marie-Lyne Dore,1035,F35-39,BMU,00:26:52,00:03:19,00:02:26,18:56:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
27,Mark Leibold,2958,M45-49,USA,00:34:11,00:03:25,00:02:05,18:56:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
28,Doug Corcoran,247,M45-49,USA,00:31:31,00:01:41,00:02:18,18:56:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
9,Gabriela Vindas Coronado,287,F30-34,CRI,00:26:12,00:02:42,00:02:30,18:56:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
37,Louis-William Liebig,2120,M30-34,USA,00:27:22,00:03:05,00:03:26,18:56:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
9,Christopher Klein,266,M55-59,USA,00:30:38,00:03:07,00:02:04,18:55:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
19,Cay Mierisch,436,M50-54,USA,00:32:26,00:04:41,00:03:48,18:55:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
40,Matt Keck,394,M40-44,USA,00:33:00,00:02:45,00:02:46,18:55:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
41,Jake Plummer,239,M40-44,USA,00:27:03,00:03:03,00:02:56,18:55:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
20,Scott Merritt,130,M50-54,USA,00:35:20,00:03:42,00:02:20,18:55:32,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
21,Sean Fowler,256,M50-54,USA,00:34:20,00:03:46,00:02:46,18:55:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Alison Thumm,661,F40-44,USA,00:31:30,00:03:03,00:02:06,18:55:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Alberto Bullrich,2821,M45-49,ARG,00:36:21,00:02:43,00:04:03,18:55:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Scott Linfoot,416,M45-49,CAN,00:32:24,00:02:55,00:02:36,18:55:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
38,Alejandro Segura Montero,553,M30-34,CRI,00:28:38,00:03:54,00:02:10,18:55:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Ernest Compton,264,M55-59,USA,00:34:14,00:04:00,00:03:14,18:55:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Renne Richards Groff,1527,F45-49,USA,00:29:30,00:03:40,00:02:31,18:55:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Bill Findeisen,2878,M45-49,USA,00:33:29,00:03:44,00:02:02,18:54:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
22,Ailton Caetano De Oliveira,615,M50-54,BRA,00:33:52,00:03:46,00:02:34,18:54:26,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Gregory Dortch,3418,M55-59,USA,00:29:44,00:02:30,00:02:20,18:54:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
19,James Thomas,2007,M25-29,USA,00:27:24,00:03:51,00:02:59,18:54:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
42,Julio Seijo,2714,M40-44,USA,00:32:51,00:04:35,00:04:46,18:54:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
44,Paul Delzer,2256,M35-39,USA,00:32:21,00:02:14,00:02:41,18:54:03,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
23,Sergey Shvygin,440,M50-54,CAN,00:31:08,00:03:35,00:02:11,18:54:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,Ivan Rodriguez,420,M45-49,USA,00:29:46,00:03:55,00:03:23,18:54:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Laura Biber,118,F30-34,USA,00:28:55,00:02:52,00:02:03,18:53:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,John Hillman,2104,M30-34,USA,00:26:29,00:05:53,00:02:56,18:53:46,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
7,Anna Parker,1275,F40-44,USA,00:28:45,00:02:59,00:02:07,18:53:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
20,Christopher Borke,342,M25-29,USA,00:31:31,00:03:13,00:02:42,18:53:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,Lester Benitez,590,M45-49,USA,00:34:12,00:03:30,00:04:46,18:53:26,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Jen Schweigert,1120,F35-39,USA,00:28:51,00:03:21,00:02:00,18:53:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Fabiola Acaron,705,F45-49,PRI,00:29:26,00:02:36,00:02:06,18:53:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
43,Brian Ehrig,390,M40-44,USA,00:29:05,00:03:13,00:04:29,18:53:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
44,Elvis Alvarez Carnero,2461,M40-44,ESP,00:32:19,00:02:37,00:02:27,18:53:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
45,Jeff Lear,373,M35-39,USA,00:31:13,00:02:50,00:02:01,18:53:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
45,Kenny Bunch,2497,M40-44,USA,00:33:32,00:04:19,00:02:29,18:52:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
34,Jose Javier Ortiz Del Valle,601,M45-49,PRI,00:28:59,00:03:28,00:02:12,18:52:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Priscilla Westfield,1140,F35-39,USA,00:26:47,00:02:24,00:01:46,18:52:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
24,David Eckenrod,617,M50-54,USA,00:40:25,00:02:53,00:03:10,18:52:32,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
