Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
1,Michael Weiss,1,M PRO,AUT,00:26:27,01:07:31,01:36:13,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Andreas Giglmayr,3,M PRO,AUT,00:24:08,01:10:41,01:37:05,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Laszlo Tarnai,30,M PRO,HUN,00:25:18,01:11:10,01:38:25,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Florian Angert,4,M PRO,GER,00:23:18,01:13:30,01:39:05,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Paul Reitmayr,7,M PRO,AUT,00:24:12,01:13:45,01:40:11,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Felix Hentschel,37,M PRO,GER,00:27:17,01:11:08,01:40:40,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Mattia Camporesi,36,M PRO,ITA,00:27:10,01:11:42,01:41:14,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Alberto Casadei,39,M PRO,ITA,00:23:25,01:15:48,01:41:40,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Daniel Fontana,42,M PRO,ITA,00:23:24,01:17:13,01:42:32,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Guillaume Doree,40,M PRO,FRA,00:24:12,01:16:36,01:42:54,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Simon Müller,263,M 18,GER,00:29:54,01:11:24,01:44:00,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
11,Julian Fritzenschaft,16,M PRO,GER,00:26:25,01:15:32,01:44:05,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
12,Christoph Schlagbauer,24,M PRO,AUT,00:27:07,01:15:18,01:44:48,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
13,Christian Jais,35,M PRO,GER,00:27:13,01:15:48,01:45:21,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
14,Manuel Küng,5,M PRO,SUI,00:23:19,01:20:31,01:45:58,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
15,Daniel Niederreiter,9,M PRO,AUT,00:25:16,01:18:40,01:46:06,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Matt Grantham,823,M 18,GBR,00:26:29,01:16:36,01:46:10,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
16,Marc Eggeling,41,M PRO,GER,00:25:08,01:19:18,01:46:31,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Laura Philipp,50,F PRO,GER,00:27:43,01:17:04,01:47:02,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Wannes Swinnen,1071,M 25,BEL,00:26:22,01:18:37,01:47:21,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Bastian Glockshuber,946,M 25,GER,00:26:45,01:17:29,01:47:54,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
17,Romain Garcin,15,M PRO,FRA,00:28:40,01:16:27,01:47:56,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
18,Niclas Baldauf,17,M PRO,AUT,00:27:04,01:19:13,01:48:34,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Barbara Riveros,52,F PRO,CHI,00:25:49,01:20:41,01:48:53,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Alexander Janitzki,330,M 45,GER,00:25:02,01:21:42,01:49:08,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Christian Störzer,1709,M 35,GER,00:28:37,01:17:23,01:49:10,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Markus Stöhr,145,M 25,GER,00:28:58,01:17:18,01:49:26,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Steffen Stegmann,144,M 25,GER,00:25:44,01:20:19,01:49:27,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
19,Jan Sneberger,32,M PRO,CZE,00:27:10,01:20:30,01:50:16,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Tom Hohenadl,828,M 18,GER,00:26:41,01:20:54,01:50:22,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Alexandra Tondeur,62,F PRO,BEL,00:29:08,01:18:54,01:50:30,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Hagen Bierlich,808,M 18,GER,00:30:15,01:17:00,01:50:33,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Eva Wutti,54,F PRO,AUT,00:29:06,01:19:20,01:50:47,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Matthias Türk,1077,M 25,GER,00:26:48,01:21:22,01:50:49,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Christoph Peitz,1027,M 25,GER,00:28:23,01:19:25,01:50:57,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Christian Grillitsch,953,M 25,AUT,00:26:33,01:22:03,01:51:01,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Simon Elshorst,817,M 18,GER,00:29:28,01:18:52,01:51:07,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Joël Junod,275,M 30,SUI,00:30:42,01:17:43,01:51:15,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Marco Pavani,848,M 18,ITA,00:25:36,01:22:31,01:51:42,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Adam Šimek,1059,M 25,CZE,00:29:13,01:19:19,01:51:44,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Philipp Gubler,170,M 35,SUI,00:29:29,01:19:38,01:51:50,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Rafa? W?sowski,1093,M 25,POL,00:27:37,01:22:13,01:52:12,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Jeremy Barfuss,893,M 25,SUI,00:25:41,01:23:34,01:52:13,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Jan Jakubí?ek,1558,M 35,CZE,00:27:33,01:20:49,01:52:19,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Miroslav Richter,161,M 30,CZE,00:27:47,01:21:29,01:52:32,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Alessandro Tomaiuolo,115,M 40,ITA,00:28:27,01:21:21,01:52:32,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
20,Jesper Nybo Riis,38,M PRO,DEN,00:30:37,01:19:01,01:52:46,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
21,Markus Leukermoser,11,M PRO,AUT,00:31:40,01:18:37,01:52:56,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Samuel Jud,155,M 30,SUI,00:27:52,01:22:45,01:53:01,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
11,Jonathan Gailhot,944,M 25,FRA,00:30:01,01:20:05,01:53:14,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Tine Deckers,57,F PRO,BEL,00:27:41,01:23:19,01:53:16,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Andreas Trimmel,1727,M 35,AUT,00:28:27,01:22:48,01:53:33,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Benjamin Klotz,1576,M 35,GER,00:29:00,01:22:24,01:53:34,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Jurgen Claassen,306,M 40,NED,00:27:45,01:23:34,01:53:57,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Christian Hirner,194,M 40,AUT,00:31:22,01:19:47,01:54:17,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
12,Julian Kumle,992,M 25,GER,00:28:48,01:22:23,01:54:18,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Loic Guinchard,107,M 18,SUI,00:26:28,01:25:07,01:54:18,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Anna-Lena Pohl,63,F PRO,GER,00:25:09,01:26:59,01:54:19,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Florian Fink,1513,M 35,GER,00:27:52,01:23:28,01:54:26,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Marcus Gawlik,1209,M 30,GER,00:33:01,01:19:10,01:54:39,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Lukas Pazdera,1329,M 30,CZE,00:32:57,01:18:30,01:54:49,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
22,Alain Djouad-Guibert,19,M PRO,MAR,00:31:49,01:20:17,01:54:55,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Alessandro Valenti,222,M 45,ITA,00:27:52,01:24:17,01:55:09,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Marc Støchkel,863,M 18,DEN,00:29:57,01:22:50,01:55:10,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
13,Fabian Schaffert,1046,M 25,GER,00:29:29,01:23:13,01:55:12,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Beatrice Weiss,55,F PRO,AUT,00:25:04,01:28:00,01:55:20,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Diego Mereu,1306,M 30,ITA,00:27:55,01:24:50,01:55:30,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
14,Bruno Gaeta,943,M 25,BRA,00:26:11,01:25:14,01:55:34,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
-,Andor Sellei-Bottka,2824,M ,AUT,00:30:33,01:22:12,01:55:35,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Mathias Artmayr,805,M 18,AUT,00:31:53,01:21:00,01:55:40,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Johannes Sommer,1378,M 30,AUT,00:30:09,01:22:46,01:55:41,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Veroni Stefano,2261,M 45,ITA,00:29:44,01:23:09,01:55:49,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Alessio Gessa,819,M 18,ITA,00:32:16,01:20:39,01:55:53,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Mathias Mayr,1616,M 35,GER,00:30:53,01:21:54,01:55:54,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Florian Kaiser,1248,M 30,GER,00:29:19,01:23:50,01:55:56,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
-,Evgenii Sitnikov,2844,M ,RUS,00:36:57,01:16:41,01:55:57,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Robert Haidinger,1854,M 40,AUT,00:31:00,01:22:13,01:55:59,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Romana Slavinec,56,F PRO,AUT,00:28:27,01:24:58,01:56:03,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
15,Ward Van Den Boorn,1079,M 25,NED,00:31:28,01:21:32,01:56:06,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Florian Jope,296,M 35,GER,00:28:52,01:24:04,01:56:07,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
11,Johannes Zimmerhackl,874,M 18,GER,00:30:13,01:22:43,01:56:18,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Patrick Teller,1390,M 30,GER,00:28:51,01:24:36,01:56:18,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
-,Rudy Hoskens,2838,M ,BEL,00:27:18,01:27:26,01:56:21,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Nigel Quaye,183,M 35,IMN,00:28:32,01:24:48,01:56:21,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Daniel Künzi,175,M 35,SUI,00:27:17,01:25:57,01:56:27,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Mauro Giaconia,2116,M 45,ITA,00:26:52,01:26:25,01:56:28,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Yves Gattinoni,1208,M 30,SUI,00:32:03,01:21:19,01:56:32,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
11,Alessandro Fagherazzi,1188,M 30,ITA,00:29:20,01:24:14,01:56:36,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
12,Tobias Ibrahim,154,M 30,GER,00:31:40,01:22:10,01:56:38,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
13,Daniel Braun,149,M 30,GER,00:30:40,01:22:53,01:56:50,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
11,Pascal Schenk,1682,M 35,SUI,00:29:42,01:23:57,01:56:53,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
12,Gerald Ratschke,109,M 35,AUT,00:32:18,01:21:32,01:57:01,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Lisa Roberts,58,F PRO,USA,00:30:55,01:23:25,01:57:01,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
13,Roland Weytjens,187,M 35,BEL,00:30:29,01:23:20,01:57:03,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
23,Markus Mlinar,10,M PRO,AUT,00:28:37,01:25:48,01:57:06,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
14,Chris Zimmermann,1437,M 30,GER,00:32:12,01:22:09,01:57:17,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
24,Pol Gimeno,31,M PRO,ESP,00:28:31,01:26:11,01:57:22,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
16,Pascal Niklas,143,M 25,GER,00:28:32,01:25:46,01:57:24,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
25,Evgeny Kirillov,22,M PRO,RUS,00:33:19,01:21:29,01:57:25,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Janina Lorenz,505,F 30,GER,00:27:06,01:27:46,01:57:26,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
14,Werner Steffner,1702,M 35,AUT,00:29:29,01:25:16,01:57:44,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Bernd Barounig,188,M 40,AUT,00:29:47,01:25:03,01:57:57,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
15,Michael Pietzonka,1335,M 30,GER,00:27:19,01:28:03,01:58:03,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
16,Markus Klonner,1261,M 30,AUT,00:28:58,01:26:40,01:58:10,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Hannes Parteder,202,M 40,AUT,00:31:08,01:24:18,01:58:22,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Stefan Krueger,198,M 40,GER,00:32:46,01:23:09,01:58:32,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
17,Martin Vermeer,1414,M 30,NED,00:33:48,01:21:51,01:58:32,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
15,Ronald Hotter,173,M 35,AUT,00:28:01,01:27:49,01:58:41,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
26,Krzysztof Augustyniak,18,M PRO,POL,00:26:54,01:29:02,01:58:41,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Martin Leirer,2176,M 45,AUT,00:33:08,01:22:54,01:58:50,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
18,Hannes Kolroser,1267,M 30,AUT,00:29:37,01:25:25,01:58:51,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
19,Alexander Rupprecht,1352,M 30,GER,00:33:04,01:22:25,01:59:01,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
17,Florent Rabany,1034,M 25,FRA,00:28:19,01:27:43,01:59:05,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Leonardo Nocentini,344,M 50,ITA,00:36:26,01:19:33,01:59:06,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
2,Peter Hechenberger,2358,M 50,AUT,00:34:53,01:21:42,01:59:14,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
18,Mario Janach,140,M 25,AUT,00:31:52,01:24:35,01:59:17,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
20,Anthony La Salandra,1275,M 30,ITA,00:30:30,01:23:51,01:59:22,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Marko Järvinen,2154,M 45,FIN,00:33:22,01:23:10,01:59:25,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Marcus Kohlhase,314,M 40,GER,00:32:23,01:23:18,01:59:26,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
16,Matthias Kirschner,1573,M 35,GER,00:32:37,01:22:59,01:59:27,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Franz Leitner,117,M 45,AUT,00:32:14,01:24:17,01:59:35,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
12,Christopher Cox,813,M 18,GBR,00:27:37,01:29:06,01:59:48,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
-,Sabine Mühlberger,2853,M ,AUT,00:32:30,01:25:40,01:59:53,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
19,Robert Lämmchen,142,M 25,GER,00:29:20,01:28:17,01:59:57,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
8,Thorsten Quellmalz,2225,M 45,GER,00:29:18,01:27:24,01:59:59,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
21,Patrick Wenegger,165,M 30,AUT,00:30:50,01:25:36,01:59:59,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Kuba Libre,1911,M 40,CZE,00:30:26,01:26:27,02:00:03,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
20,Cédric Mulpas,1014,M 25,BEL,00:30:45,01:26:47,02:00:07,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
22,Manuel Urschitz,1401,M 30,AUT,00:33:14,01:23:44,02:00:15,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Federica De Nicola,64,F PRO,ITA,00:30:32,01:26:54,02:00:29,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
21,Axel Cerveau,917,M 25,FRA,00:29:03,01:28:16,02:00:29,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
17,Mario Novak,1632,M 35,AUT,00:30:52,01:26:04,02:00:29,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
22,Lukas Steinmetz,1065,M 25,GER,00:35:09,01:22:25,02:00:30,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
27,Jan Rozek,44,M PRO,CZE,00:30:39,01:26:09,02:00:31,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
23,Gerhard Marchl,1295,M 30,AUT,00:29:37,01:27:35,02:00:33,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
23,Michael Nagi,1015,M 25,GBR,00:31:43,01:26:14,02:00:37,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
24,Jan Mynar,1318,M 30,CZE,00:34:00,01:22:04,02:00:38,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
18,Luigi Manfrini,1612,M 35,ITA,00:31:00,01:25:23,02:00:44,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
19,Jan Kellerhals,174,M 35,SUI,00:27:39,01:29:48,02:00:46,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Paolo Manara,1913,M 40,ITA,00:28:56,01:28:19,02:00:47,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
13,Andrew Tait,867,M 18,GBR,00:30:29,01:27:42,02:00:48,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
20,Erich Künstl,1590,M 35,AUT,00:30:24,01:26:16,02:00:53,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
24,Julian Mett,1007,M 25,GER,00:31:15,01:26:06,02:00:56,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
3,Peter Haidenek,123,M 50,AUT,00:30:46,01:26:50,02:00:57,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
11,Patrick Papst,113,M 40,AUT,00:36:08,01:21:03,02:00:58,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
25,Fons Van Workum,1407,M 30,NED,00:34:30,01:23:15,02:01:08,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
25,Michael Welser,147,M 25,GER,00:36:02,01:21:41,02:01:14,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
26,Benedikt Schäfer,1358,M 30,GER,00:30:55,01:27:22,02:01:14,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
26,Erik Brandsma,906,M 25,NED,00:27:47,01:30:31,02:01:19,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
12,Niels Weertman,208,M 40,NED,00:28:23,01:29:39,02:01:20,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
9,Jens Lang,2173,M 45,GER,00:31:22,01:26:53,02:01:23,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
27,Daniel Wolf,1434,M 30,GER,00:33:04,01:24:07,02:01:28,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
21,David Reinisch,1665,M 35,GER,00:31:22,01:25:42,02:01:30,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
13,Federico Poggiolini,1960,M 40,ITA,00:29:06,01:28:27,02:01:33,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
27,Christian Hausleber,962,M 25,AUT,00:31:48,01:25:51,02:01:35,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
28,Dominik Kiefer,979,M 25,GER,00:30:32,01:28:05,02:01:36,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
22,Bart Fraussen,1521,M 35,BEL,00:31:12,01:26:33,02:01:36,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
14,Marcel Tureczek,869,M 18,AUT,00:31:44,01:26:23,02:01:38,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
14,Nico Moritz,1926,M 40,GER,00:25:40,01:32:12,02:01:39,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
23,Tamas Pocza,182,M 35,HUN,00:30:07,01:28:20,02:01:42,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
4,Bart Dewitte,2327,M 50,BEL,00:30:50,01:26:43,02:01:45,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
10,Riccardo Casini,324,M 45,ITA,00:28:42,01:28:53,02:01:46,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
28,Julian Schöfer,1364,M 30,GER,00:33:09,01:25:29,02:01:48,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
15,Thomas Landtwing,112,M 40,SUI,00:29:32,01:28:47,02:01:52,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
29,Garion Hagenaar,958,M 25,NED,00:31:51,01:26:44,02:01:58,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
29,Marcell Gulyás,1218,M 30,HUN,00:31:19,01:26:34,02:01:59,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
5,Toni Barp,2305,M 50,ITA,00:31:14,01:27:42,02:02:01,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
30,Daniel Lentzsch,996,M 25,GER,00:32:31,01:25:39,02:02:04,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
30,David Krascsenits,156,M 30,SVK,00:31:23,01:27:23,02:02:08,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
24,Mantas Marcinkevicius,1613,M 35,LTU,00:32:39,01:26:56,02:02:16,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
6,Steve Chaid,121,M 50,USA,00:30:58,01:28:01,02:02:23,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
31,Roman Hofstetter,968,M 25,SUI,00:31:06,01:27:31,02:02:26,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
32,Daniel Busacca,911,M 25,SUI,00:34:46,01:25:05,02:02:26,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
16,Ivan Zhislin,2057,M 40,RUS,00:37:21,01:22:30,02:02:28,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
31,Arnaud Epp,1183,M 30,FRA,00:31:49,01:26:40,02:02:31,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
32,Sebastian Schlögl,163,M 30,GER,00:33:32,01:24:58,02:02:33,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
33,Sebastian Hirschl,966,M 25,GER,00:32:40,01:26:04,02:02:37,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
33,Oliver Kolodseike,1266,M 30,GER,00:32:37,01:26:49,02:02:37,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Ralf Lorenz,2507,M 55,GER,00:32:14,01:27:56,02:02:38,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
25,Roland Rieder,1669,M 35,AUT,00:33:20,01:26:27,02:02:38,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
34,Tim Rembold,1039,M 25,GER,00:30:40,01:26:47,02:02:50,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
26,Marc Putzke,1660,M 35,GER,00:35:01,01:24:29,02:02:52,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
34,Joseph Galea,1201,M 30,MLT,00:33:09,01:25:45,02:02:54,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
1,Hermann Scheiring,364,M 60,GER,00:29:58,01:28:55,02:02:56,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
-,Daniel Heigl,2826,M ,AUT,00:35:24,01:25:51,02:02:57,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
27,Christian Lüders,178,M 35,GER,00:29:49,01:29:59,02:03:04,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
28,Stanislav Holicek,1548,M 35,SVK,00:32:29,01:27:45,02:03:04,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
7,Rudolf Zeller,2486,M 50,AUT,00:33:36,01:26:25,02:03:09,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
17,Juergen Krenn,197,M 40,AUT,00:32:18,01:27:29,02:03:10,Ironman 70.3 Zell am See,08/26/2018,"Zell am See, Austria"
