Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
1,Alan Hartley,2818,M 60-64,AUS,02:26:30,01:38:35,04:10:53,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
5,Jaimie Perry,2604,M 45-49,AUS,02:27:11,01:38:33,04:11:07,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
6,Mat Myers,2599,M 45-49,AUS,02:22:09,01:45:10,04:11:29,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
2,Barry Williamson,2490,M 40-44,GBR,02:30:33,01:36:41,04:12:50,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
2,Caillin Gibson,2017,M 18-24,AUS,02:33:07,01:32:51,04:12:58,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
6,Yohan Janeau,2185,M 30-34,FRA,02:28:33,01:38:15,04:13:06,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
7,Thomas Hery,2180,M 30-34,AUS,02:28:05,01:36:21,04:13:36,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
6,Greg Manning,2326,M 35-39,AUS,02:22:41,01:46:18,04:13:54,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
4,Blake Seroka,2080,M 25-29,AUS,02:22:08,01:47:12,04:14:18,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
5,Angus Duncan,2054,M 25-29,AUS,02:28:53,01:39:24,04:14:21,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
6,Michael Fewster,2055,M 25-29,AUS,02:30:30,01:39:12,04:15:28,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
3,Christoph Gunther,2437,M 40-44,DEU,02:32:07,01:39:49,04:15:56,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
