Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
1,Kristian Hogenhaug,6,M PRO,DEN,00:00:00,04:17:28,02:54:03,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Ruedi Wild,38,M PRO,SUI,00:00:00,04:24:15,02:55:37,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Paul Schuster,40,M PRO,GER,00:00:00,04:25:32,03:02:37,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Arnaud Guilloux,23,M PRO,FRA,00:00:00,04:34:20,02:55:04,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Philipp Mock,36,M PRO,GER,00:00:00,04:29:12,02:56:54,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,David Breuer,5,M PRO,GER,00:00:00,04:30:32,03:06:47,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
7,Benjamin Dicke,25,M PRO,GER,00:00:00,04:31:28,03:01:48,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Joachim Krauth,360,M 30,GER,00:00:00,04:52:05,02:47:49,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Christoph Mattner,119,M 30,GER,00:00:00,04:52:56,02:56:52,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
8,Thomas Bosch,39,M PRO,GER,00:00:00,04:41:32,03:04:44,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Timo Schaffeld,113,M 18,GER,00:00:00,04:43:50,03:09:47,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Jens Bernhart,896,M 25,GER,00:00:00,04:40:45,03:10:40,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Susie Cheetham,55,F PRO,GBR,00:00:00,04:46:56,03:03:55,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Nikolaj Rud Sørensen,352,M 25,DEN,00:00:00,04:48:11,03:07:14,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Sarah Piampiano,52,F PRO,USA,00:00:00,04:50:54,02:56:20,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Andreas Dietrich,114,M 25,GER,00:00:00,04:48:49,03:01:31,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Tobias Ibrahim,195,M 30,GER,00:00:00,04:51:18,03:07:10,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Markus Sudy,2637,M 30,GER,00:00:00,04:38:51,03:20:12,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Claudio Oriana,1759,M 40,ITA,00:00:00,05:02:19,03:05:32,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Julia Gajer,54,F PRO,GER,00:00:00,04:53:30,03:12:30,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Jens Irgens,1988,M 45,DEN,00:00:00,04:39:30,03:14:58,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Michael Göhner,1336,M 35,GER,00:00:00,04:43:51,03:22:20,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Jan De Clercq,189,M 30,BEL,00:00:00,04:48:15,03:14:35,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,Quentin De Vos,1058,M 30,BEL,00:00:00,04:58:13,03:04:42,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Timmy Deman,369,M 35,BEL,00:00:00,04:49:37,03:16:51,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Chris Gassert,122,M 35,GER,00:00:00,04:51:22,03:15:27,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Mathias Pfähler,144,M 45,GER,00:00:00,04:37:59,03:14:59,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Frank Krügener,1389,M 35,GER,00:00:00,04:38:32,03:24:35,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
7,Alexander Beck,1030,M 30,GER,00:00:00,04:50:10,03:14:05,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Johannes Jolmes,377,M 35,GER,00:00:00,04:49:54,03:00:32,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
9,Sebastian Guhr,8,M PRO,GER,00:00:00,04:44:53,03:15:40,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
8,Christoph Che Keller,359,M 30,GER,00:00:00,04:57:32,03:10:44,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Dany Papi,134,M 40,LUX,00:00:00,04:58:07,03:02:00,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,Frank Walter,223,M 35,GER,00:00:00,04:53:32,03:17:00,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Caroline Steffen,51,F PRO,SUI,00:00:00,04:56:15,03:19:35,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Lukas Schnödewind,882,M 18,GER,00:00:00,04:51:23,03:28:53,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
9,Reinke Eiben,1065,M 30,GER,00:00:00,05:06:00,03:12:03,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
7,Raffael Berger,1260,M 35,GER,00:00:00,04:41:04,03:30:11,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Laurens De Smet,347,M 25,BEL,00:00:00,05:00:51,03:19:47,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
10,Marc Lloret Cabot,1139,M 30,ESP,00:00:00,04:59:41,03:16:25,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
10,Grigorii Navrotskii,10,M PRO,RUS,00:00:00,05:04:36,03:16:46,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
8,Heiko Pietsch,1451,M 35,GER,00:00:00,04:56:38,03:11:35,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
9,Simon Lovelock,213,M 35,GBR,00:00:00,05:05:02,03:07:34,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
11,Philipp Fahrenholz,35,M PRO,GER,00:00:00,04:51:16,03:27:33,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Paul Lunn,142,M 45,GBR,00:00:00,04:48:04,03:27:27,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
11,Andreas Först,192,M 30,GER,00:00:00,05:00:18,03:07:47,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Mark Arndt,138,M 45,GBR,00:00:00,05:02:32,03:12:32,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Martin Schütt,243,M 40,GER,00:00:00,04:58:54,03:20:45,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Jesper Pedersen,971,M 25,DEN,00:00:00,04:54:26,03:25:40,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Martina Kunz,62,F PRO,SUI,00:00:00,04:53:53,03:21:08,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Guido Kwakkel,1710,M 40,NED,00:00:00,04:52:09,03:31:08,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
10,Christian Frankenbach,1321,M 35,GER,00:00:00,05:04:17,03:05:56,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
12,Vojtech Rakušan,1176,M 30,CZE,00:00:00,05:03:46,03:26:03,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Uli Salentin,427,M 45,GER,00:00:00,04:59:25,03:28:57,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Jörg Scheiderbauer,1800,M 40,GER,00:00:00,04:49:20,03:38:36,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
11,Dag Störmer,386,M 35,GER,00:00:00,04:52:55,03:33:49,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
12,René Pfaffner,1446,M 35,GER,00:00:00,05:13:38,03:05:18,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
13,Maximilian Wienken,1234,M 30,GER,00:00:00,04:55:01,03:30:09,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,Jack Schofield,115,M 25,GBR,00:00:00,04:42:30,03:37:16,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,Morten Stokholm,278,M 45,DEN,00:00:00,04:50:10,03:45:21,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
13,Danny Verdoorn,388,M 35,NED,00:00:00,05:00:06,03:22:59,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
7,Kirill Kravchenko,949,M 25,RUS,00:00:00,05:10:00,03:23:13,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
14,Erik Hennighausen,375,M 35,GER,00:00:00,04:53:04,03:34:38,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,Pawel Targoni,1831,M 40,POL,00:00:00,05:04:08,03:18:54,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
15,Torben Kostiuk,126,M 35,GER,00:00:00,05:13:44,03:06:36,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
7,Frank Plamann,399,M 40,GER,00:00:00,05:03:01,03:22:52,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
16,Daniel Domirski,371,M 35,POL,00:00:00,04:56:19,03:31:05,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Dirk Casimir,2195,M 50,GER,00:00:00,05:03:37,03:28:19,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
12,Steff Overmars,32,M PRO,NED,00:00:00,04:44:47,03:46:54,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
14,Jens Schumann,1199,M 30,GER,00:00:00,05:00:40,03:24:39,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
15,Fabien Kieffer,118,M 30,LUX,00:00:00,05:01:57,03:18:48,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
8,Jan Vyhnánek,1011,M 25,CZE,00:00:00,05:11:53,03:02:27,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
16,Troels Schwartz,1200,M 30,DEN,00:00:00,05:04:54,03:16:09,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
17,Maximilian Reisert,200,M 30,GER,00:00:00,04:58:15,03:18:37,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
18,Sascha Schücker,361,M 30,GER,00:00:00,05:02:50,03:36:14,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
19,Lukas Pazdera,199,M 30,CZE,00:00:00,05:09:08,03:15:03,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
7,Christian Carlsson,139,M 45,SWE,00:00:00,04:54:06,03:30:49,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
17,Maurice Mc Dermott,1410,M 35,IRL,00:00:00,05:06:46,03:18:17,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
18,Jan Lukas Strozyk,1503,M 35,GER,00:00:00,04:59:54,03:29:31,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
20,Tomas Kåregren,1113,M 30,SWE,00:00:00,04:43:00,03:49:26,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
21,Stefan Hots,1104,M 30,GER,00:00:00,04:48:31,03:46:13,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
8,Stefan Truog,136,M 40,SUI,00:00:00,04:55:57,03:29:55,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
8,Ronny Greschner,1965,M 45,GER,00:00:00,05:08:31,03:20:36,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Eric Hagenow,2252,M 50,GER,00:00:00,04:57:11,03:46:24,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,Katharina Grohmann,58,F PRO,GER,00:00:00,05:00:55,03:27:17,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
9,Carsten Im Brahm,260,M 45,GER,00:00:00,05:08:54,03:32:21,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
9,Sebastian Schreiber,1803,M 40,GER,00:00:00,04:57:59,03:24:38,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
10,Frank Reimann,1787,M 40,GER,00:00:00,04:56:03,03:44:12,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
10,Frank Groß,410,M 45,GER,00:00:00,05:04:11,03:18:40,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
19,Francois Chavet,121,M 35,FRA,00:00:00,04:54:30,03:40:27,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Erich Keuchen,2290,M 50,GER,00:00:00,05:04:31,03:22:56,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
11,Niklas Arndt,1874,M 45,GER,00:00:00,05:07:27,03:20:52,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
9,Michele Braack,904,M 25,GER,00:00:00,05:04:11,03:26:38,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
22,Robert Gravert,1088,M 30,GER,00:00:00,04:58:39,03:26:07,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
23,Sebastian Puke,1175,M 30,GER,00:00:00,05:05:48,03:35:31,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
20,Stefan Kramer,378,M 35,GER,00:00:00,05:10:15,03:30:44,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
21,Jens Pruschke,216,M 35,GER,00:00:00,05:01:13,03:30:44,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
22,Mark Zöller,1553,M 35,GER,00:00:00,04:58:54,03:33:00,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
23,Sebastian Wetzel,127,M 35,GER,00:00:00,04:59:34,03:44:25,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
24,Henrik Samdal,1186,M 30,NOR,00:00:00,05:15:19,03:23:25,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
24,Toni Dierckx,1301,M 35,BEL,00:00:00,04:53:41,03:37:07,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
10,Olaf Van Den Bergh,1004,M 25,NED,00:00:00,04:57:20,03:35:06,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
11,Christian Slettebo,990,M 25,SWE,00:00:00,05:24:11,03:25:34,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
25,Theodoros Kazis,2636,M 30,GRE,00:00:00,05:11:42,03:21:13,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
12,Bernhard Schiessl,985,M 25,GER,00:00:00,04:56:01,03:47:18,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
11,Niels Weertman,249,M 40,NED,00:00:00,05:09:16,03:34:34,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
13,Tom Defoort,916,M 25,BEL,00:00:00,05:06:44,03:27:44,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
12,Andreas Peppel,573,M 40,GER,00:00:00,05:00:52,03:44:48,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Martin Postel,301,M 50,GER,00:00:00,05:09:59,03:24:51,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
13,Alfonso Monclus,133,M 40,ESP,00:00:00,05:03:32,03:29:53,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
14,Phil Melling,1739,M 40,GBR,00:00:00,04:57:15,03:47:32,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
26,Arnau Lloret Cabot,1138,M 30,ESP,00:00:00,05:13:08,03:30:47,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
27,Anastasios Moustakis,1158,M 30,GRE,00:00:00,05:12:04,03:27:20,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
12,Marc Halligan,412,M 45,IRL,00:00:00,05:03:16,03:34:36,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
14,Mieszko Antoniak,346,M 25,POL,00:00:00,05:14:07,03:26:16,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
28,Marc Wenzel,204,M 30,GER,00:00:00,05:04:15,03:45:21,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
29,Victor Garcia Solares,1079,M 30,ESP,00:00:00,05:09:54,03:39:54,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Frank Timmermans,2544,M 55,NED,00:00:00,05:16:23,03:29:10,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
30,Alain Van Der Putten,1218,M 30,NED,00:00:00,04:56:49,03:46:21,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
13,Marco Schleyer,271,M 45,GER,00:00:00,05:11:30,03:33:20,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
15,Constantin Jux,940,M 25,GER,00:00:00,05:04:46,03:35:16,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
31,Netanel Barak,486,M 30,ISR,00:00:00,05:04:06,03:37:59,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
14,Martin Felber,140,M 45,GER,00:00:00,05:12:05,03:14:05,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
25,Hendrik Selinger,1487,M 35,GER,00:00:00,05:07:59,03:33:36,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
15,Henrik Vind Jensen,1687,M 40,DEN,00:00:00,05:11:22,03:24:22,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
15,Amir Shachar,2121,M 45,ISR,00:00:00,05:08:42,03:31:24,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
16,Lukasz Malaczewski,1726,M 40,POL,00:00:00,05:09:36,03:47:30,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
26,Christoph Haid,1343,M 35,AUT,00:00:00,04:55:55,03:43:49,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
27,Dennis Möller,1422,M 35,GER,00:00:00,04:51:48,04:02:45,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
32,Peter Dietz,1061,M 30,GER,00:00:00,05:06:38,03:34:58,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
16,Matthew Spooner,276,M 45,USA,00:00:00,05:09:40,03:23:06,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
17,Joachim Gemmel,141,M 45,GER,00:00:00,05:01:41,03:50:13,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
28,Thomas Bonesky,366,M 35,GER,00:00:00,05:17:34,03:22:16,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
29,Sebastian Kestner,1373,M 35,GER,00:00:00,05:05:59,03:36:57,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
33,Jan-Ole Gerschefski,1082,M 30,GER,00:00:00,05:26:30,03:25:04,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
30,Carret Adrien,1244,M 35,FRA,00:00:00,05:13:12,03:27:07,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
1,Josefine Rutkowski,330,F 30,GER,00:00:00,05:22:59,03:27:18,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
16,Sven Teuscher,997,M 25,GER,00:00:00,05:20:52,03:38:56,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
31,Daniel D. O. Hesse,376,M 35,GER,00:00:00,05:01:16,03:43:03,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
17,Rainer Eberling,1784,M 40,GER,00:00:00,05:13:35,03:32:55,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
17,Moritz Flader,178,M 25,GER,00:00:00,04:55:36,03:58:00,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
5,Herbert De Vries,2207,M 50,GER,00:00:00,05:08:23,03:35:48,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
32,Pascal Friedhoff,1323,M 35,GER,00:00:00,05:06:12,03:48:18,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
18,Pitti Heerwagen,1670,M 40,GER,00:00:00,05:12:13,03:36:50,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
34,Konstantin Dashkevich,1124,M 30,RUS,00:00:00,05:09:52,03:47:58,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
18,Marc Schwarz,2115,M 45,SUI,00:00:00,05:01:07,03:43:57,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
35,Harm-Jan Stuut,202,M 30,NED,00:00:00,05:16:38,03:39:17,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
13,Lukas Polan,24,M PRO,CZE,00:00:00,05:28:30,03:26:07,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
6,Hermann Holst,149,M 50,GER,00:00:00,05:11:18,03:45:08,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
19,Leonhard Wiedemann,250,M 40,GER,00:00:00,05:06:28,03:51:13,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
36,Amir Alfie,1024,M 30,ISR,00:00:00,05:18:37,03:32:27,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
2,Björn Blazynski,311,M 55,GER,00:00:00,05:15:32,03:35:10,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
3,Torben Müller,176,M 18,GER,00:00:00,05:22:29,03:30:49,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
37,Bastian Siemes,1203,M 30,GER,00:00:00,05:15:47,03:39:40,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
7,Stefan Schöbel,2384,M 50,GER,00:00:00,04:57:56,03:48:21,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
18,Max Gschwandtner,925,M 25,GER,00:00:00,05:09:08,03:52:37,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
8,Olaf Schenk,154,M 50,GER,00:00:00,05:14:06,03:36:47,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
9,Olaf Wegener,2422,M 50,GER,00:00:00,05:16:40,03:37:45,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
33,Ingmar Klusmann,1379,M 35,GER,00:00:00,05:15:32,03:42:57,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
19,Toon Kennes,942,M 25,BEL,00:00:00,05:02:56,03:45:46,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
19,Allan Axelsen,254,M 45,DEN,00:00:00,04:59:04,03:49:21,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
10,Martin Lippert,2323,M 50,GER,00:00:00,05:13:41,03:41:29,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
34,Jonathan Cordiner,1289,M 35,GBR,00:00:00,05:22:38,03:34:25,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
38,Benjamin Torres Joergensen,1107,M 30,DEN,00:00:00,05:14:54,03:37:04,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
35,Kenneth Kristiansen,1387,M 35,NOR,00:00:00,05:09:21,03:27:25,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
39,Daniel Hornauer,1103,M 30,GER,00:00:00,04:55:49,03:53:32,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
36,Malte Zander,1549,M 35,GER,00:00:00,05:12:51,03:39:52,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
20,Ali Yassine,2165,M 45,LIB,00:00:00,05:20:03,03:30:10,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
4,Patrick Jung,866,M 18,GER,00:00:00,05:08:43,03:52:17,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
37,Erik-Jan Thalen,1511,M 35,NED,00:00:00,05:00:27,03:41:27,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
11,Volker Gerth,2239,M 50,GER,00:00:00,05:06:39,03:42:32,00:00:00,00:00:00,Ironman Hamburg,07/28/2019,"Hamburg, Germany
"
