Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
83,Andrew Fuller,1013,M 40-44,AUS,05:39:40,04:48:39,10:50:07,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
28,Lewis Matthews,601,M 25-29,GBR,06:12:55,04:28:18,10:50:09,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
57,Tom Luxton,708,M 30-34,NZL,06:05:20,04:36:53,10:50:46,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
10,Melina Townsend,1392,F 45-49,AUS,05:43:04,04:59:48,10:50:47,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
84,Wai Kin Yeung,1136,M 40-44,HKG,06:28:35,04:06:40,10:50:51,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
17,Mcleod Steve,1577,M 55-59,AUS,05:58:11,04:43:20,10:50:55,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
15,Larissa Oliveira,788,F 30-34,AUS,06:07:19,04:32:49,10:50:57,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
34,John Mckelvie,1458,M 50-54,AUS,06:05:05,04:29:03,10:51:21,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
35,Peter Mcintyre,1457,M 50-54,AUS,06:25:35,04:13:49,10:51:26,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
67,Simon Walsh,1343,M 45-49,AUS,05:09:44,05:28:18,10:51:31,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
18,Alan Moustokas,184,M 55-59,AUS,05:42:38,04:58:45,10:51:50,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
68,Ben Mccormick,1279,M 45-49,AUS,05:52:23,04:50:58,10:52:23,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
56,Simon Lorelli,409,M 35-39,FRA,05:41:08,04:59:34,10:52:36,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
16,Sarah Lang,779,F 30-34,AUS,06:01:21,04:41:46,10:52:36,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
3,Emily Kempson,195,F 18-24,AUS,06:16:14,04:25:24,10:52:39,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
57,Dave Ward,923,M 35-39,AUS,05:51:29,04:48:59,10:53:00,Ironman Western Australia,12/03/2017,"Busselton, Western Australia"
