Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
66,Steph Burke,631,F35-39,USA,07:00:38,06:18:47,13:29:02,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
12,Don Yohman,2257,M65-69,USA,07:27:12,05:46:34,13:29:21,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
223,Adam Brank,1790,M45-49,USA,07:26:39,05:46:23,13:29:31,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
33,Mary-Ann Benton,1171,F55-59,USA,07:23:38,05:55:09,13:29:46,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
224,Michael Lindley,1872,M45-49,USA,06:58:07,06:13:08,13:30:31,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
196,Bob Smith,2101,M50-54,USA,06:25:26,06:42:22,13:30:40,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
8,Jan Fratto,1217,F60-64,USA,07:36:56,05:43:25,13:30:58,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
78,Lorilyn Hicks,1054,F45-49,USA,07:08:51,06:12:37,13:31:30,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
3,Diane Delf,575,F65-69,USA,07:15:52,06:03:30,13:31:44,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
197,Jeff Sanders,2088,M50-54,USA,06:40:18,06:34:18,13:32:11,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
225,Matt Seaton,540,M45-49,USA,06:36:01,06:46:34,13:32:45,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
226,George Bullard,1794,M45-49,USA,06:56:10,06:19:16,13:32:49,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
76,Sean Taylor,1337,M25-29,USA,08:05:01,05:09:34,13:32:53,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
56,Lauri Meins,817,F30-34,USA,07:45:38,05:40:06,13:32:55,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
2,Mount Davis,381,M75-79,USA,06:27:10,06:55:38,13:33:00,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
34,Lisa Hunt,1190,F55-59,USA,07:44:24,05:30:05,13:33:01,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
97,Jennifer Siliko,1008,F40-44,USA,07:23:30,05:55:11,13:33:04,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
56,Dawn Rickard,1156,F50-54,USA,07:41:18,05:40:41,13:33:07,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
145,David Koh,1397,M30-34,USA,06:53:35,06:23:05,13:33:18,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
89,William Higgins,2165,M55-59,USA,07:36:45,05:44:26,13:33:20,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
57,Sandy Pollen,1152,F50-54,USA,06:52:54,06:24:21,13:33:26,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
227,Blake Hatlem,1844,M45-49,USA,07:18:11,05:53:02,13:33:55,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
162,Jason Mason,1544,M35-39,USA,07:43:54,05:33:11,13:34:18,Ironman Louisville,10/13/2019,"Louisville, Kentucky, USA"
