Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
102,Mark Lulling,2536,M55-59,USA,06:56:06,06:42:37,13:50:11,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
84,Jennifer Love,822,F35-39,USA,06:48:20,06:49:42,13:50:12,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
81,Patrick Greenfield,1330,M25-29,USA,07:22:30,06:17:35,13:50:20,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
196,Gabriel Aguirre,1748,M40-44,USA,06:54:38,06:19:34,13:50:37,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
85,Heather Herman,809,F35-39,USA,07:16:16,06:25:03,13:50:40,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
187,Mark Loftin,2359,M50-54,USA,06:42:09,07:05:32,13:50:56,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
219,Tim Finholm,2042,M45-49,USA,07:00:26,06:41:45,13:51:02,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
220,Gregg Gardner,2049,M45-49,USA,06:52:08,06:44:13,13:51:05,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
164,Jonathan Rester,1693,M35-39,USA,06:36:24,06:56:19,13:51:25,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
221,Steve Clark,2000,M45-49,USA,06:33:55,07:07:33,13:51:37,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
86,Kylee Fisher,797,F35-39,USA,07:43:34,05:48:35,13:51:41,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
197,Jeffrey Bonham,1764,M40-44,USA,06:49:53,06:50:41,13:51:43,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
165,Philip McKnight,1663,M35-39,USA,07:08:32,06:36:31,13:51:44,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
114,Erika Peterson,941,F40-44,USA,06:47:45,06:53:41,13:51:50,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
103,Greg MacLeod,417,M55-59,USA,06:25:54,07:19:56,13:51:51,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
188,Ronald Moe,2375,M50-54,USA,06:29:59,07:09:44,13:51:51,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
35,Michael Blaine,2595,M60-64,USA,07:12:11,06:28:41,13:51:52,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
64,Aileen Zimmerman,770,F30-34,USA,07:25:21,06:10:17,13:52:49,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
30,Twana Bowman,1206,F55-59,USA,07:22:48,06:21:40,13:53:01,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
9,Teri Jones,492,F60-64,USA,07:31:30,06:12:28,13:53:07,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
115,Brandi Myers,928,F40-44,USA,07:32:51,06:10:42,13:53:18,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
133,Nathan Jones,1462,M30-34,USA,06:48:21,06:52:42,13:53:25,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
189,Roberto Ozaeta,2388,M50-54,GTM,06:57:17,06:51:55,13:53:26,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
31,Michelle Creasman,2689,F55-59,USA,06:42:34,07:04:38,13:53:46,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
134,Ryan Fox,2693,M30-34,USA,06:13:41,07:30:40,13:53:47,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
222,Billy Day,642,M45-49,USA,06:45:39,06:59:45,13:53:53,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
223,Robert Quintos,2151,M45-49,USA,06:49:58,06:54:29,13:54:05,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
190,Mario Gonzalez,2304,M50-54,USA,06:52:53,06:49:16,13:54:30,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
2,Michael Pennington,2668,M70-74,USA,07:31:10,06:14:29,13:54:45,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
103,Jenny Thompson,1089,F45-49,USA,06:27:18,07:15:53,13:55:09,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
198,Chris Ray,640,M40-44,USA,06:53:12,06:46:21,13:55:13,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
191,James Griffin,2309,M50-54,USA,06:33:44,07:12:48,13:55:19,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
135,Brian Hendryx,1454,M30-34,USA,06:28:07,07:25:40,13:55:52,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
224,Robert Stewart,2183,M45-49,USA,06:53:11,06:50:47,13:55:56,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
225,Gabriel Sanchez,2166,M45-49,USA,06:23:59,07:17:30,13:56:14,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
116,Maureen Lundquist,920,F40-44,USA,06:35:19,07:05:09,13:56:21,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
104,Dawn Howe,1022,F45-49,USA,06:50:10,06:52:48,13:56:50,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
36,Gil Boldt,584,M60-64,USA,06:53:10,06:55:22,13:57:02,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
32,Liddy Marquez,1225,F55-59,USA,07:24:11,06:23:39,13:57:07,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
