Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
1,Chris Nocera,1316,M 30-34,USA,04:04:48,02:50:57,06:59:24,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,John Kelly,355,M 30-34,USA,04:07:11,02:53:04,07:04:06,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Jacob Wissum,132,M 35-39,DNK,03:59:03,03:02:22,07:04:48,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Ritch Viola,244,M 40-44,USA,03:59:26,03:11:30,07:13:55,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Daniel Clarke,185,M 25-29,CAN,04:01:42,03:09:36,07:14:38,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Johannes Egelseer,362,M 35-39,DEU,04:09:40,03:03:23,07:16:05,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Victor Larocque,1169,M 25-29,CAN,04:16:31,02:55:56,07:16:14,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Carlos Andres Sequeira Guzman,136,M 40-44,CRI,04:17:51,02:54:14,07:17:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Nicholas Marcantonio,1100,M 18-24,USA,04:11:38,03:00:30,07:17:40,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Nicholas Grala,191,M 30-34,USA,04:08:37,03:07:08,07:18:09,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,Thiago Bianchini,2632,M 30-34,BRA,04:14:49,03:01:53,07:20:01,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Arnaud Edus,1423,M 35-39,FRA,04:03:26,03:13:03,07:20:57,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Thomas Edwards,1088,M 18-24,USA,04:11:19,03:09:00,07:23:51,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,Janus Kempel Ellegaard,1426,M 35-39,DNK,04:01:20,03:18:49,07:25:55,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Brady Dehoust,225,M 40-44,USA,04:17:09,03:05:19,07:26:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
5,Steven Keller,2636,M 30-34,USA,04:10:32,03:13:49,07:30:10,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
6,Theo Richardson,198,M 30-34,USA,04:09:08,03:19:24,07:32:23,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,James Schriel,135,M 40-44,CAN,04:12:46,03:15:50,07:32:26,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
5,Xavier Coppock,360,M 35-39,AUS,03:56:45,03:34:24,07:34:02,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
6,Jared Tootell,220,M 35-39,USA,04:21:02,03:09:35,07:34:39,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
7,Karl O'Reilly,129,M 35-39,IRL,04:21:31,03:10:13,07:37:40,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
8,Tim Perkin,130,M 35-39,USA,04:13:06,03:19:44,07:38:09,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
5,Daniel Henggeler,232,M 40-44,CHE,04:18:44,03:14:04,07:38:20,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
9,Brendan Corcoran,1407,M 35-39,USA,04:22:00,03:12:35,07:39:14,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Dino Franke,397,M 45-49,DEU,04:09:14,03:28:11,07:41:27,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
6,Roland Scheurer,1774,M 40-44,CHE,04:18:02,03:24:06,07:47:37,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
10,Jerry Sancinito,373,M 35-39,USA,04:16:19,03:28:22,07:49:38,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,John W Schlosser,2067,M 45-49,USA,04:16:47,03:29:00,07:49:48,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
7,Jp Dowd,227,M 40-44,USA,04:13:47,03:33:42,07:50:15,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
11,Lars Johansson,1467,M 35-39,SWE,04:23:35,03:21:23,07:50:28,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
7,Matthew Freiman,2635,M 30-34,USA,04:22:05,03:22:54,07:50:37,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
12,Michel Uteau,375,M 35-39,CHL,04:20:47,03:23:58,07:51:20,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Austin Abair,345,M 25-29,USA,04:15:32,03:30:08,07:51:37,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
13,Andrew Zabel,1583,M 35-39,USA,04:11:37,03:31:46,07:51:40,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
14,Jason Weaver,221,M 35-39,USA,04:16:57,03:33:31,07:54:14,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
8,Jeff Mccue,193,M 30-34,CAN,04:27:34,03:23:58,07:55:10,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Gary Greib,279,M 50-54,USA,04:30:33,03:22:51,07:56:52,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
8,Owen Von Richter,245,M 40-44,CAN,04:23:26,03:28:05,07:57:36,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Gregory Sullivan,2093,M 45-49,USA,04:17:17,03:39:17,08:01:00,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
9,Benjamin Saunders,134,M 40-44,USA,04:38:07,03:16:46,08:01:04,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
10,Leonardo Paz,1588,M 40-44,BRA,04:20:11,03:37:24,08:01:07,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,Nichlas Gustafsen,124,M 25-29,DNK,04:24:39,03:34:18,08:01:58,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
9,Ed Merriken,194,M 30-34,USA,04:31:28,03:27:03,08:02:25,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
5,Austin Meyer,1183,M 25-29,USA,04:23:59,03:34:46,08:03:04,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
15,Carson Poe,371,M 35-39,USA,04:28:40,03:30:46,08:03:17,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
11,Jason Ball,224,M 40-44,CAN,04:26:20,03:31:32,08:03:30,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,Chris Rohde,2669,M 45-49,USA,04:15:55,03:45:07,08:04:26,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
6,Nick Paul,57,M 25-29,USA,04:14:57,03:46:46,08:05:35,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
5,Bruno Glaser,139,M 45-49,SVN,04:26:59,03:35:12,08:05:52,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
16,Brad Phillips,1525,M 35-39,USA,04:14:15,03:47:22,08:05:55,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
12,Zach Chupa,1613,M 40-44,USA,04:41:11,03:19:04,08:06:49,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
6,David Orchard,140,M 45-49,CAN,04:19:48,03:42:45,08:07:06,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Shawn Sullivan,287,M 50-54,USA,04:30:32,03:33:55,08:08:14,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
7,Sean Henderson,348,M 25-29,CAN,04:15:30,03:50:30,08:09:30,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Tim Cronk,274,M 50-54,USA,04:30:10,03:36:23,08:10:21,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
17,Cyril Milinkovitch,1500,M 35-39,FRA,04:21:39,03:43:26,08:12:17,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,Dana Dobbs,2677,M 50-54,USA,04:14:49,03:53:24,08:12:44,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
10,John Horn,126,M 30-34,USA,04:13:50,03:55:05,08:12:57,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
18,Gabriel Levinson,1481,M 35-39,USA,04:32:52,03:35:01,08:13:23,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
19,Adam Goerge,1439,M 35-39,USA,04:20:33,03:49:13,08:13:44,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Lisa Goetz,318,F 35-39,CAN,04:41:55,03:28:40,08:14:27,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
13,Scott Foster,1654,M 40-44,USA,04:18:37,03:52:02,08:16:19,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
20,Brian Northrop,1513,M 35-39,USA,04:23:52,03:47:13,08:16:31,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
14,Juan Jose Ureta,243,M 40-44,ESP,04:08:23,04:02:35,08:16:46,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
11,Tim Kaiser,1291,M 30-34,USA,04:45:13,03:26:45,08:17:17,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
8,William Fortin,1140,M 25-29,CAN,04:38:25,03:32:53,08:18:01,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
5,Carl Lindgren,2250,M 50-54,SWE,04:31:24,03:42:51,08:18:26,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
21,Diego Loaiza Centeno,1484,M 35-39,CRI,04:25:51,03:47:27,08:18:42,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
7,Doron Gutstadt,399,M 45-49,ISR,04:32:24,03:42:38,08:19:38,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
12,David Silvestri,1344,M 30-34,USA,04:40:25,03:33:08,08:19:45,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
22,Franklin Hurtado,209,M 35-39,COL,04:40:23,03:35:58,08:20:41,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
15,Morgan Fine,1653,M 40-44,USA,04:34:47,03:39:45,08:21:47,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Ashley Forsyth,624,F 35-39,USA,04:44:28,03:33:46,08:21:53,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
23,Christopher Veilleux,131,M 35-39,USA,04:30:10,03:46:13,08:21:54,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
13,Mike Prohaska,127,M 30-34,USA,04:42:06,03:36:21,08:22:01,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
16,Michael Hickey,233,M 40-44,USA,04:29:55,03:48:45,08:22:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
6,Dana Award,411,M 50-54,USA,04:52:48,03:26:07,08:22:44,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
8,Rick Mongeau,407,M 45-49,USA,04:37:39,03:39:00,08:23:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
7,Greg Tayler,144,M 50-54,USA,04:26:30,03:52:35,08:23:12,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
17,George Marut,236,M 40-44,USA,04:28:20,03:49:00,08:23:50,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
24,Bernardo Beraldi,1387,M 35-39,BRA,04:38:51,03:37:58,08:23:53,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Jennifer Zopp,596,F 30-34,USA,04:49:25,03:30:54,08:23:54,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
9,Thomas Johnson,1159,M 25-29,USA,04:53:59,03:24:35,08:24:38,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
9,Eric Snyder,2085,M 45-49,USA,04:18:43,03:59:31,08:24:53,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
10,Dwayne Smith,2083,M 45-49,USA,04:50:00,03:28:19,08:25:20,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Jennifer Kenney,172,F 40-44,USA,04:43:13,03:38:20,08:25:20,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
25,Anson Markwell,211,M 35-39,USA,04:18:20,04:02:42,08:25:48,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Laura Straub,675,F 35-39,USA,04:32:34,03:48:30,08:26:15,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Karen Burbella,155,F 30-34,USA,04:41:36,03:40:58,08:26:57,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
11,Scott Morrison,2022,M 45-49,USA,04:32:57,03:47:47,08:27:00,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Brian Smith,435,M 55-59,USA,04:23:35,03:59:52,08:27:33,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
26,Alessandro De Marzo Gagliardi,204,M 35-39,PER,04:36:23,03:47:20,08:28:15,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Blake Sajonia,145,M 55-59,USA,04:41:08,03:42:44,08:28:43,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
14,Jeremy Rogers,358,M 30-34,USA,04:36:34,03:48:22,08:29:08,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Per Lundström,2413,M 55-59,SWE,04:27:52,03:55:50,08:29:18,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
18,Hyrum Laturner,1699,M 40-44,USA,04:07:47,04:14:19,08:29:26,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
15,Charles Kaplan,192,M 30-34,USA,04:49:10,03:37:37,08:30:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
19,Scott Moylan,385,M 40-44,USA,04:27:34,03:58:30,08:30:12,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Hilary Cairns,2611,F 45-49,USA,04:39:37,03:46:03,08:30:22,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,Mackenzie Yates,2604,F 35-39,USA,04:40:46,03:44:45,08:30:31,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
8,Christopher Hope,2222,M 50-54,USA,04:24:03,03:57:26,08:30:36,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
9,Douglas Smith,462,M 50-54,USA,04:39:46,03:46:49,08:30:58,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
16,Brian Welch,2639,M 30-34,USA,04:40:27,03:45:26,08:31:09,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
10,Hari Iyer,1158,M 25-29,USA,04:31:24,03:53:06,08:31:17,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
10,John Longtin,143,M 50-54,USA,04:47:59,03:39:57,08:31:34,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
11,Robert Macnamara,1175,M 25-29,CAN,04:27:14,03:58:14,08:31:40,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
20,Andres Orams,1736,M 40-44,PER,04:32:44,03:51:10,08:31:47,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
11,Larry Mullinnix,284,M 50-54,USA,04:47:10,03:39:53,08:31:51,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
21,Daniel Kirk,235,M 40-44,USA,04:58:53,03:28:37,08:31:54,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
22,Sean Cercone,377,M 40-44,USA,04:32:21,03:55:43,08:31:59,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
17,James Brumbaugh,1244,M 30-34,USA,04:31:42,03:56:33,08:32:25,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
27,Jeff St. George,2689,M 35-39,USA,04:48:06,03:38:37,08:32:28,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
5,Martha Lucia Torres Garcia,676,F 35-39,COL,04:46:51,03:39:07,08:32:52,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Holli Finneren,2593,F 25-29,USA,04:37:16,03:52:03,08:32:56,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
12,Tony Cannon,254,M 45-49,USA,04:27:25,04:01:08,08:32:59,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
28,Brendan Cryan,361,M 35-39,USA,04:27:03,04:00:29,08:33:07,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
13,Todd Knapp,1975,M 45-49,USA,04:52:59,03:33:27,08:33:30,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
18,Brendon Campbell,1248,M 30-34,USA,04:41:15,03:46:00,08:34:49,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
6,Diane Hankee,631,F 35-39,CAN,04:49:11,03:41:45,08:35:04,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
29,Jaime Enrique Molina Tortolero,215,M 35-39,VEN,04:43:37,03:46:39,08:35:39,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
14,Beno Krasovec,262,M 45-49,SVN,04:52:13,03:39:56,08:35:40,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
15,Glenn Olsen,2582,M 45-49,USA,04:14:08,04:17:26,08:36:38,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
23,Joe Wilson,1819,M 40-44,USA,04:35:03,03:58:13,08:38:13,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
12,Steve Mclaughlin,2266,M 50-54,USA,04:31:22,04:02:52,08:38:55,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
24,Minfu Mo,237,M 40-44,CHN,04:40:57,03:52:08,08:39:21,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
30,Matthew Diehl,1418,M 35-39,USA,04:35:17,04:01:04,08:40:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
25,Wilfrid Normand,1734,M 40-44,FRA,04:56:47,03:35:36,08:41:31,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
12,Adam Raphael,125,M 25-29,USA,04:49:51,03:45:35,08:41:54,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
13,Carlo Alberto Amadei,1119,M 25-29,ITA,05:02:27,03:31:51,08:42:10,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
14,Zach Hooker,1157,M 25-29,USA,04:29:15,04:06:13,08:42:32,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
19,Ovidio Villatoro,200,M 30-34,SLV,04:52:56,03:43:48,08:42:40,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
13,Doug Shanahan,2318,M 50-54,USA,04:36:09,04:00:11,08:42:41,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
16,Didier Gueguen,1936,M 45-49,FRA,04:51:44,03:45:10,08:42:41,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
26,John Warner,1811,M 40-44,USA,04:44:28,03:47:19,08:43:55,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
31,John Clark,203,M 35-39,USA,04:14:10,04:26:31,08:44:21,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Kimberly Stoveld,494,F 25-29,USA,05:02:24,03:37:16,08:44:22,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
20,Mark Reese,1332,M 30-34,USA,04:29:48,04:09:54,08:44:32,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
27,Michael Sheehan,386,M 40-44,USA,04:36:24,04:02:02,08:44:49,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
32,Dan Knerl,1475,M 35-39,USA,04:29:17,04:09:12,08:44:58,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
21,Michael Podzaline,1328,M 30-34,USA,04:23:21,04:15:11,08:45:26,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
28,Jonas Grossman,1673,M 40-44,CAN,04:55:01,03:43:09,08:45:29,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
15,Matthew Qiao,1196,M 25-29,USA,04:48:25,03:43:07,08:45:38,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
33,Jim Fernandes,1434,M 35-39,USA,04:24:57,04:12:24,08:45:45,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
34,Jose Carlos Romero,372,M 35-39,PER,04:33:05,04:07:11,08:45:53,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
16,Raymond Sansoucy,1203,M 25-29,USA,05:02:27,03:37:10,08:45:58,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
35,Christopher Lombardi,1485,M 35-39,USA,04:53:53,03:43:39,08:46:16,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Julia Slyer,152,F 18-24,USA,04:56:29,03:45:23,08:46:33,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
22,Andy Burke,1245,M 30-34,GBR,04:57:27,03:40:26,08:46:40,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
29,Aaron Robinson,1763,M 40-44,USA,04:29:55,04:10:51,08:46:47,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
14,Rich Miani,2270,M 50-54,USA,04:33:07,04:06:49,08:47:54,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
36,Chad Talarek,1561,M 35-39,USA,05:12:54,03:28:29,08:47:58,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
23,Jay Glickman,190,M 30-34,USA,04:23:24,04:21:02,08:48:34,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
7,Allison Larochelle,162,F 35-39,USA,04:33:18,04:11:25,08:48:49,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
24,Benjamin Weiner,1359,M 30-34,USA,04:46:20,03:53:19,08:48:56,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
8,Ritanne Duszak,620,F 35-39,USA,05:07:49,03:37:14,08:49:00,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Lindsay Henderson,502,F 25-29,CAN,04:57:36,03:48:51,08:50:49,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
37,Juan David Rojas,1539,M 35-39,COL,04:50:40,03:53:16,08:51:03,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
9,Naomi Fliflet,317,F 35-39,USA,04:55:43,03:48:50,08:51:31,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
38,Luis Horna,1460,M 35-39,PER,04:39:11,04:06:42,08:51:41,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
25,Eric Esposito,1269,M 30-34,USA,04:25:57,04:17:58,08:52:22,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
17,Brian Levine,1170,M 25-29,USA,04:37:35,04:03:10,08:52:28,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
15,Diego Jannots,419,M 50-54,ARG,04:46:54,03:57:26,08:52:38,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
39,Jeff Sheldon,1551,M 35-39,USA,05:03:15,03:42:31,08:52:54,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
4,Trausti Valdimarsson,2467,M 55-59,ISL,04:34:12,04:12:46,08:53:00,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
40,Jose Antonio Pagan,370,M 35-39,USA,04:55:15,03:48:21,08:53:46,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
17,Tim Brown,252,M 45-49,USA,04:27:12,04:21:45,08:53:49,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
26,Jeffrey Eckert,1267,M 30-34,USA,04:50:57,03:55:24,08:53:56,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
18,Alex Wall,1220,M 25-29,GBR,04:37:37,04:12:11,08:54:08,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
27,Scott Raegen,197,M 30-34,USA,04:30:13,04:16:54,08:54:14,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
30,Federico Campos,133,M 40-44,ARG,04:39:52,04:08:30,08:54:45,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
2,Mary Holt-Wilson,857,F 45-49,USA,05:08:48,03:40:27,08:54:47,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
19,David Argudo,1120,M 25-29,ECU,04:32:22,04:14:37,08:54:54,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
18,Mario Villafana,142,M 45-49,MEX,04:37:30,04:12:16,08:54:57,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
10,Megan Pennington,658,F 35-39,USA,04:54:45,03:55:11,08:55:35,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
41,Michael Emmons,1427,M 35-39,USA,04:37:49,04:13:55,08:55:58,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
42,Luis Fdo Madrigal,1487,M 35-39,CRI,04:55:40,03:47:09,08:56:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
31,Aaron Garrett,230,M 40-44,USA,04:45:45,04:02:27,08:56:31,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
19,Matt Farber,1915,M 45-49,USA,04:48:50,04:03:26,08:56:32,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
20,Louis-Philippe Mcgraw,2008,M 45-49,CAN,04:44:48,04:06:16,08:56:50,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
43,Jeff Nickerson,369,M 35-39,USA,04:47:40,04:01:59,08:56:52,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
44,Christian Martineau,1490,M 35-39,CAN,04:43:25,04:08:51,08:57:47,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
32,Ryan Stickel,242,M 40-44,USA,05:06:30,03:48:09,08:57:56,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Rocio Rodriguez Vallejo,584,F 30-34,ESP,05:10:48,03:39:23,08:58:00,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
3,Cody Kalinowski,184,M 18-24,USA,04:55:36,03:55:06,08:58:11,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
33,Lionel Viguié,1809,M 40-44,FRA,04:57:16,03:53:46,08:58:27,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
34,Fernando Lopez,2653,M 40-44,URY,05:02:12,03:51:32,08:58:36,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
35,Arturo Torres,1801,M 40-44,MEX,04:45:18,04:04:20,08:59:02,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
16,Colin Botes,2146,M 50-54,USA,04:30:57,04:20:46,08:59:09,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
1,Larry Costantino,2478,M 60-64,USA,05:02:03,03:50:50,08:59:10,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
36,David Shuster,137,M 40-44,USA,05:04:56,03:45:56,08:59:13,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
21,Jay Markiewicz,2001,M 45-49,USA,04:35:51,04:16:08,08:59:19,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
22,Ilhan Birgin,1848,M 45-49,TUR,04:47:19,04:03:30,08:59:29,Ironman Maryland,10/01/2016,"Cambridge, Maryland, USA"
