Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
201,Marc Hall,1355,M45-49,USA,03:09:03,03:04:30,06:20:13,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
124,Cori Ingram,1856,F40-44,USA,03:08:38,02:57:35,06:20:15,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
96,Traci Feezell,1202,F35-39,USA,03:06:28,02:57:35,06:20:21,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
202,Chris Redford,1429,M45-49,USA,03:27:57,02:44:26,06:20:27,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
39,Team They Can'T Deport Us All,4055,RELAY,USA,03:37:32,02:37:58,06:20:28,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
59,Christy Caraway,947,F50-54,USA,03:14:56,02:57:48,06:20:32,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
74,Wendy Martin,1591,F45-49,USA,03:18:54,02:53:20,06:20:39,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
197,Jason Deters,2384,M35-39,USA,03:31:33,02:41:35,06:20:41,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
97,Airon Andrews,416,F35-39,USA,03:31:27,02:43:38,06:20:41,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
40,Team Runners Against Parkinson'S,4044,RELAY,USA,03:35:34,02:41:30,06:20:42,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
75,Hope Koch,1588,F45-49,USA,03:25:18,02:46:37,06:20:54,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
4,Cathy Beavers,371,F65-69,USA,03:30:00,02:44:28,06:21:03,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
125,Sheila Crenshaw,761,F40-44,USA,03:15:04,02:57:32,06:21:31,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
126,Jana Unger,1921,F40-44,USA,03:11:50,03:00:28,06:21:36,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
68,Joe Arenella,1478,M55-59,USA,03:27:39,02:43:03,06:21:41,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
203,Colin Alter,1291,M45-49,USA,03:19:41,02:56:58,06:21:52,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
98,Tara Harrell,1210,F35-39,USA,03:13:32,03:00:21,06:22:05,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
127,Nakia Coy,1832,F40-44,USA,03:30:51,02:46:17,06:22:18,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
60,Dora Sauceda,1985,F50-54,USA,03:31:25,02:43:32,06:22:22,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
61,Diane Nestande,685,F50-54,USA,02:51:19,03:22:30,06:22:22,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
77,Will Davis,1036,M25-29,USA,03:16:09,02:59:00,06:22:25,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
76,Kim Kieu,822,F45-49,USA,03:04:06,03:08:33,06:22:27,Ironman 70.3 Waco,10/28/2018,"Waco, Texas, USA"
