Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time
47,Rebecca Vickers,1840,F45-49,USA,00:39:53,03:04:50,02:40:07,06:35:28
164,James Devens,1544,M30-34,USA,00:45:34,03:15:12,02:17:32,06:35:31
202,Nathan Tanner,2741,M35-39,USA,00:34:32,03:19:49,02:21:07,06:35:37
165,Michael Crandall,2159,M30-34,USA,00:40:22,03:17:31,02:23:52,06:35:40
174,Eduardo Olguin,2688,M40-44,CHL,00:48:10,03:05:57,02:27:19,06:35:43
64,Jessica Hultink,2192,F30-34,CAN,00:40:55,03:16:17,02:25:42,06:35:56
175,Sam Sosa,983,M40-44,USA,00:39:58,03:26:20,02:12:40,06:35:57
10,Brian Smallwood,1667,M65-69,USA,00:34:31,03:02:33,02:47:12,06:36:01
62,Erin Green,2380,F40-44,USA,00:34:42,03:12:56,02:37:47,06:36:02
13,Lorie Tucker,1156,F55-59,USA,00:35:49,03:16:15,02:29:25,06:36:09
176,Drew Paul,2332,M40-44,USA,00:44:43,03:20:15,02:13:41,06:36:11
152,William Dvoranchik,2974,M45-49,USA,00:35:20,03:21:03,02:24:21,06:36:11
203,Alex Scott,3060,M35-39,USA,00:37:36,03:21:18,02:25:59,06:36:13
-,Team Unicorns Unite,4061,RELAY,USA,00:55:17,03:15:11,02:18:16,06:36:22
153,Christopher Nielsen,1816,M45-49,USA,00:42:42,03:13:34,02:18:08,06:36:23
7,Monica Iacometti,570,F60-64,USA,00:30:17,03:17:41,02:37:08,06:36:28
154,Marvin Suntonvipart,1135,M45-49,USA,00:42:06,03:15:51,02:22:19,06:36:29
141,Todd Vanorman,2021,M50-54,USA,00:35:13,03:03:42,02:34:35,06:36:30
48,Nancy Herms,1884,F45-49,USA,00:47:14,03:19:52,02:17:44,06:36:37
53,Nicholas Molenkamp,2010,M18-24,USA,00:37:26,03:02:34,02:39:07,06:36:38
107,Ben Boardway,2199,M25-29,USA,00:41:38,03:32:10,02:11:09,06:36:39
155,Bob Brown,1539,M45-49,USA,00:42:17,03:20:53,02:14:35,06:36:42
177,Angel Morales,935,M40-44,USA,00:40:52,03:10:22,02:35:15,06:36:46
11,Emil Raschle,719,M65-69,USA,00:42:06,03:01:08,02:40:00,06:36:47
-,Team Mfo,4024,RELAY,USA,00:37:41,03:50:18,02:02:26,06:36:50
14,Jamie Bursell,2288,F55-59,USA,00:42:01,03:18:34,02:24:37,06:36:52
65,Nancy Kleint,1522,F30-34,USA,00:30:24,03:28:55,02:21:38,06:36:53
76,Patrick Kennedy,2018,M55-59,USA,00:34:15,02:58:58,02:52:41,06:36:56
54,Nicholas Lane,3034,M18-24,USA,00:39:51,03:36:28,01:59:31,06:36:57
49,Sue Lau,465,F45-49,USA,00:42:21,03:24:35,02:16:44,06:36:59
108,Tanner Williams,1637,M25-29,USA,00:40:37,03:21:46,02:14:33,06:37:04
55,Elijah Spaulding,1831,M18-24,USA,00:30:17,03:25:08,02:26:10,06:37:05
56,Zachary Zemliak,1984,M18-24,USA,00:32:32,03:08:53,02:46:03,06:37:07
204,Nader Aoun,1866,M35-39,USA,00:44:39,03:30:27,02:06:00,06:37:11
178,Brian Darnell,941,M40-44,USA,00:43:11,03:08:14,02:32:20,06:37:33
57,Landon Paskett,2922,M18-24,USA,00:32:31,03:19:40,02:34:37,06:37:35
15,Erin Hardies,986,F55-59,USA,00:44:26,03:22:09,02:14:29,06:37:42
156,Jose Villanueva,1791,M45-49,USA,00:39:32,03:24:29,02:16:14,06:37:49
109,Bryce Dahlin,2686,M25-29,USA,00:35:38,03:15:58,02:29:01,06:38:02
110,Hitarth Patel,2755,M25-29,IND,00:47:24,03:04:34,02:32:25,06:38:05
77,Neal Williams,1629,M55-59,USA,00:45:03,03:10:00,02:28:13,06:38:10
11,Anita Sloan,2113,F18-24,USA,00:38:15,03:24:06,02:25:30,06:38:23
157,Mauricio Solorzano,2953,M45-49,USA,00:47:08,03:12:13,02:17:13,06:38:29
179,Matthew Burke,2879,M40-44,USA,00:51:48,03:13:38,02:15:55,06:38:30
66,Margarita Krivitski,2391,F30-34,USA,00:55:41,03:17:39,02:11:18,06:38:31
180,Alexander McNeely,1483,M40-44,USA,00:41:13,03:14:11,02:31:26,06:38:35
205,Harvey Doty,1800,M35-39,USA,00:43:44,03:15:58,02:27:22,06:38:47
8,Alison Simmons,961,F60-64,USA,00:33:12,03:26:55,02:27:06,06:38:51
2,Tom Fitch,624,M70-74,USA,00:46:33,03:18:27,02:18:30,06:38:55
111,Austin Vegh,2568,M25-29,USA,00:39:32,03:14:56,02:22:47,06:39:04
-,Team Rich And Dee 70.3,4034,RELAY,USA,00:29:27,03:36:43,02:26:41,06:39:09
-,Team Markangmatt,4022,RELAY,USA,00:43:27,03:49:48,01:59:19,06:39:20
181,Jeff Johnson,2592,M40-44,USA,00:36:05,03:15:33,02:36:39,06:39:36
206,David Cates,2871,M35-39,USA,00:37:15,03:08:51,02:37:53,06:39:38
112,Matthew Lavey,2550,M25-29,COL,00:43:43,03:09:23,02:31:45,06:39:45
182,Erik Ashcraft,1353,M40-44,USA,00:41:41,03:21:25,02:24:37,06:39:50
158,Jorge Ramirez,822,M45-49,USA,00:39:58,03:08:51,02:36:21,06:39:59
9,Marianne Morrill,1052,F60-64,USA,00:43:56,03:26:58,02:14:06,06:40:02
50,Rachel Cosgrove,2729,F45-49,USA,00:44:01,03:10:41,02:27:36,06:40:07
51,Heather Dennis,760,F45-49,USA,00:41:43,03:31:45,02:13:33,06:40:08
113,Jared Logier,2570,M25-29,USA,00:41:33,03:35:08,02:06:54,06:40:08
142,Brett Kessler,915,M50-54,USA,00:44:38,03:05:00,02:35:12,06:40:08
12,Victor Selenow,1541,M65-69,USA,00:35:33,03:11:52,02:40:12,06:40:10
63,Sherri Hatch Lindsey,807,F40-44,USA,00:44:08,03:19:20,02:22:34,06:40:14
12,Hannah Pfundt,2727,F18-24,USA,00:37:26,03:32:40,02:15:04,06:40:30
159,Chris Sprague,2461,M45-49,USA,00:39:01,03:26:29,02:24:26,06:40:33
143,David Kass,1588,M50-54,USA,00:36:21,03:27:31,02:22:00,06:40:42
207,Cameron Muir,2020,M35-39,USA,00:37:30,03:16:41,02:22:43,06:40:43
52,Andrea Birch,1210,F45-49,USA,00:44:45,03:25:53,02:17:56,06:40:49
78,Eric Hilty,1186,M55-59,USA,00:44:15,03:17:00,02:26:50,06:40:49
114,David Deloney,2830,M25-29,USA,00:33:08,03:16:01,02:38:29,06:41:04
115,Logan Cookingham,2298,M25-29,USA,00:45:35,03:07:51,02:30:56,06:41:08
183,Sean Graham,1947,M40-44,USA,00:38:01,03:22:11,02:27:23,06:41:19
36,Kathleen McCormack,951,F50-54,USA,00:47:19,03:23:22,02:16:34,06:41:25
208,Mike Peterson,3092,M35-39,USA,00:48:32,03:10:54,02:20:36,06:41:26
209,Thomas Jurancich JR,1579,M35-39,USA,00:42:55,03:08:49,02:32:20,06:41:34
67,Morgan Aguilar,1244,F30-34,USA,00:39:11,03:29:59,02:20:04,06:41:38
160,Steve Martin,1455,M45-49,USA,00:50:34,03:00:29,02:36:23,06:41:38
64,Lynn Harris,3008,F40-44,USA,00:39:08,03:30:30,02:10:15,06:41:42
144,Duane Fernandez,2248,M50-54,USA,00:39:24,03:07:06,02:43:37,06:41:50
59,Taisha Bezzo,154,F35-39,USA,00:39:27,03:05:06,02:48:18,06:41:52
65,Tracy Nelson,2092,F40-44,USA,00:40:25,03:20:11,02:28:16,06:41:57
184,Michael McCarthy,2068,M40-44,USA,00:40:37,03:18:55,02:30:32,06:42:10
60,Lisa Brown,1925,F35-39,USA,00:39:52,03:31:12,02:14:03,06:42:13
210,Matthew Johnson,3095,M35-39,USA,00:43:05,03:02:18,02:39:55,06:42:15
37,Alicia Brillon,820,F50-54,USA,00:33:43,03:18:36,02:35:43,06:42:18
66,Kristin Harrer,1379,F40-44,USA,00:35:40,03:30:22,02:12:47,06:42:21
185,John Mangahas,1181,M40-44,USA,00:49:30,03:28:51,02:04:55,06:42:28
61,Elle Dunlap,3014,F35-39,USA,00:42:12,03:22:39,02:14:34,06:42:32
116,Colton Tanner,2633,M25-29,USA,00:39:54,03:24:49,02:20:34,06:42:39
68,Allison Usher,2939,F30-34,USA,00:33:32,03:38:56,02:15:00,06:42:50
69,Cassidy Arnold,3037,F30-34,USA,00:33:59,03:21:14,02:35:39,06:43:00
186,Matt Wilson,2885,M40-44,AUS,00:43:24,03:28:44,02:07:56,06:43:03
62,Lindsey Leker,2395,F35-39,USA,00:47:11,03:32:01,02:03:39,06:43:05
36,Mackenzie Audino,2408,F25-29,USA,00:44:30,03:20:39,02:21:13,06:43:13
53,Erin Trail,2144,F45-49,USA,00:38:02,03:21:59,02:30:15,06:43:18
37,Ilana Katz,2824,F25-29,USA,00:41:25,03:34:03,02:13:52,06:43:20
187,Chris Hanahan,1585,M40-44,USA,00:41:24,03:09:07,02:42:00,06:43:25
67,Jackie Legg,2689,F40-44,USA,00:41:25,03:44:44,02:02:28,06:43:36
145,Doug Chase,1542,M50-54,USA,00:49:59,03:18:53,02:12:56,06:43:43
38,Courtney O'Brien,973,F25-29,USA,00:53:04,03:35:57,02:07:27,06:43:44
161,Michael Bisbee,3016,M45-49,USA,00:41:04,03:18:21,02:29:22,06:43:49
211,Bobby Lyons,1606,M35-39,USA,00:49:32,03:08:42,02:29:43,06:43:50
166,Zachary Jones,2660,M30-34,USA,00:50:41,03:07:13,02:27:06,06:43:53
68,Jennifer Proctor,1096,F40-44,USA,00:43:46,03:13:20,02:28:37,06:43:58
212,Jordan Swarbrick,3084,M35-39,USA,00:43:31,03:19:20,02:20:46,06:44:03
167,Tyler Demars,3080,M30-34,USA,00:45:44,03:12:19,02:30:19,06:44:07
117,Durst Breneiser,813,M25-29,USA,00:37:38,03:19:18,02:34:17,06:44:17
-,Team Vchocolates,4062,RELAY,USA,00:38:59,03:45:00,02:13:20,06:44:21
79,Michael Cragg,167,M55-59,USA,00:45:08,03:21:36,02:20:42,06:44:22
63,Megan Miller,1777,F35-39,USA,00:34:32,03:20:18,02:36:27,06:44:25
162,Rich Camacho,2904,M45-49,USA,00:49:50,03:12:26,02:30:11,06:44:28
188,Naoki Yoshida,2602,M40-44,JPN,00:39:41,03:19:49,02:34:21,06:44:28
168,James Hunter,2273,M30-34,USA,00:38:34,03:37:03,02:14:19,06:44:32
80,Evan Lee,1718,M55-59,USA,00:41:40,03:06:46,02:39:08,06:44:32
169,Shawn Hissong,1598,M30-34,USA,00:45:25,03:11:06,02:37:40,06:44:34
13,Steve Ellis,1557,M65-69,USA,00:47:07,03:22:53,02:18:17,06:44:40
146,Larry Durham,1703,M50-54,USA,00:33:41,03:09:24,02:49:43,06:44:40
163,Reinier Geyser,1908,M45-49,USA,00:56:52,03:21:15,02:13:59,06:44:50
69,Hope Brumbach,791,F40-44,USA,00:48:54,03:14:18,02:21:59,06:44:54
189,Benjamin Bale,2393,M40-44,USA,00:39:13,03:21:54,02:25:53,06:44:59
81,John Hoffmann,1885,M55-59,USA,00:44:25,02:46:40,02:57:03,06:45:00
170,Max Pollock,2924,M30-34,USA,00:39:36,03:13:12,02:26:36,06:45:03
58,Patrick McNary,2910,M18-24,USA,00:44:44,03:22:11,02:21:36,06:45:06
70,Jennifer Turchin,971,F40-44,USA,00:40:28,03:21:27,02:31:47,06:45:08
16,Lorin Birmingham,1594,F55-59,USA,00:48:52,03:20:27,02:22:25,06:45:14
39,Meghan Nelson,1513,F25-29,USA,00:54:23,03:31:04,02:01:42,06:45:21
29,Neal Potter,2552,M60-64,USA,00:43:32,03:08:04,02:42:51,06:45:22
59,Collin Williams,1638,M18-24,USA,00:39:00,03:22:05,02:22:58,06:45:23
17,Shelly Andersen,1084,F55-59,USA,00:40:22,03:20:03,02:32:25,06:45:32
54,Barb Koppel,875,F45-49,USA,00:58:01,03:09:03,02:26:33,06:45:40
164,David Herbon,2898,M45-49,USA,00:40:42,03:20:16,02:32:47,06:45:48
71,Elizabeth Buckalew,628,F40-44,USA,00:42:38,03:23:49,02:26:29,06:45:57
82,Stan Beagley,2574,M55-59,USA,00:45:44,03:12:39,02:34:32,06:45:58
213,Juan Hernandez,1714,M35-39,USA,00:45:43,03:36:27,02:13:46,06:46:06
171,Justin Gor,3013,M30-34,USA,00:52:14,03:07:51,02:24:41,06:46:11
147,Michael Todd,1094,M50-54,USA,00:43:18,03:16:20,02:27:50,06:46:12
214,Yucheng Low,1374,M35-39,USA,00:42:54,03:13:45,02:36:48,06:46:13
118,Sean Downs,2481,M25-29,USA,00:43:18,03:22:34,02:19:00,06:46:13
30,Greg MacLeod,772,M60-64,USA,00:39:09,03:20:20,02:32:11,06:46:20
83,Kim Wilkey,832,M55-59,USA,00:39:44,02:56:00,02:56:02,06:46:23
119,Eli Portell,2443,M25-29,USA,00:44:59,03:17:50,02:28:30,06:46:28
190,Dave Hatch,2464,M40-44,USA,00:42:05,03:10:19,02:34:57,06:46:28
38,Rochelle Nyberg,3088,F50-54,USA,00:48:33,03:13:39,02:26:50,06:46:31
172,Sam Wegleitner,2780,M30-34,USA,00:40:06,03:13:53,02:38:19,06:46:32
120,Brieg Bevilacque,3010,M25-29,USA,00:46:54,03:34:26,02:10:13,06:46:37
215,Ryan Hoff,2724,M35-39,USA,00:33:42,03:33:38,02:22:51,06:46:46
191,Jeremy Withrow,207,M40-44,USA,00:39:58,03:07:03,02:48:35,06:46:48
55,Tracy Sepulveda,1708,F45-49,USA,00:37:01,03:30:52,02:22:55,06:46:51
165,Michael Willard,1494,M45-49,USA,00:45:02,03:21:14,02:28:37,06:46:54
166,Andrew Wade,1219,M45-49,USA,00:35:03,03:12:47,02:48:28,06:46:59
148,Armando Ortiz,2367,M50-54,MEX,00:41:20,03:21:16,02:28:10,06:47:02
39,Tammy Lackey,484,F50-54,USA,00:41:11,03:23:29,02:29:22,06:47:08
-,Team Team Mom Made Us Do IT,4049,RELAY,USA,00:42:12,03:38:51,02:17:22,06:47:09
173,Carlin Birrell,787,M30-34,USA,00:37:30,03:10:15,02:50:15,06:47:11
40,Dakota Sechena,2448,F25-29,USA,00:34:06,03:47:03,02:09:09,06:47:21
56,T Albert,1789,F45-49,USA,00:47:08,03:24:50,02:20:52,06:47:26
216,Steven Broadbent,1108,M35-39,USA,00:49:57,03:24:47,02:12:04,06:47:37
167,Jim Cory,1235,M45-49,USA,00:44:02,03:10:43,02:34:59,06:47:40
31,John Hunter,2305,M60-64,USA,00:34:46,03:12:24,02:43:31,06:47:53
149,Carl Cook,2084,M50-54,USA,00:42:36,03:04:25,02:40:51,06:47:56
72,Leslie Weinsoft,1173,F40-44,USA,00:36:28,03:25:57,02:34:54,06:48:02
217,Bodie Wilson,1570,M35-39,USA,00:41:20,03:39:26,02:14:59,06:48:06
84,Curtis Evans,3047,M55-59,USA,00:48:39,03:34:27,02:12:22,06:48:11
85,Martin Stringer,1556,M55-59,USA,00:42:07,03:13:27,02:41:06,06:48:26
174,Joshua Williams,2497,M30-34,USA,00:40:47,03:09:45,02:42:05,06:48:31
218,Brandon Orr,230,M35-39,USA,00:44:20,03:18:05,02:31:59,06:48:32
219,Phillip Garrett,166,M35-39,USA,00:44:06,03:18:49,02:24:10,06:48:34
1,Lucas Tucker,127,M PC,USA,00:38:23,03:21:54,02:36:43,06:48:38
60,Michael Freeman,2804,M18-24,USA,00:56:00,03:36:15,02:06:21,06:48:51
18,Marilyn Gerrard,1656,F55-59,USA,00:40:29,03:10:29,02:40:25,06:48:56
150,Stewart Dinsdale,2488,M50-54,USA,00:53:22,03:09:50,02:21:39,06:49:02
175,Tucker Mueck,827,M30-34,USA,00:38:16,03:06:50,02:51:23,06:49:07
-,Team Wildcats6,4070,RELAY,USA,00:35:25,03:13:13,02:54:17,06:49:19
176,Nicholas Robson,225,M30-34,USA,00:40:09,03:20:34,02:34:22,06:49:19
64,Mary Baxter Reid,2206,F35-39,USA,00:43:03,03:30:46,02:20:51,06:49:31
177,Justin Castor,2527,M30-34,USA,00:45:27,03:13:21,02:32:22,06:49:35
220,Marlon Jansen,1633,M35-39,ABW,00:37:09,03:23:31,02:34:58,06:49:36
57,Jonalyn Forman,1416,F45-49,USA,00:41:36,03:21:14,02:37:57,06:49:44
1,Diane Tracy,218,F70-74,USA,00:45:41,03:21:39,02:25:05,06:49:52
70,Brooke Weicker,2523,F30-34,USA,00:36:27,03:26:12,02:32:22,06:49:53
221,Justin Mazouat,1477,M35-39,USA,00:44:25,03:11:37,02:41:22,06:49:59
10,Katherine Haddon,528,F60-64,USA,00:45:57,03:33:07,02:14:19,06:50:01
11,Diana Wilburn,1083,F60-64,USA,00:42:46,03:23:29,02:31:53,06:50:01
86,Rich Rubin,1138,M55-59,USA,00:39:03,03:06:52,02:45:04,06:50:18
73,Victoria Chenault,2374,F40-44,USA,00:46:13,03:15:10,02:33:37,06:50:20
121,Matthew Kottenstette,2737,M25-29,USA,00:42:39,03:29:32,02:27:09,06:50:23
87,Roger Hall,1301,M55-59,USA,00:50:33,03:06:20,02:37:09,06:50:29
58,Teena Aquirre-Jensen,1889,F45-49,USA,00:53:31,03:34:57,02:00:56,06:50:34
122,Jake Gooing,1836,M25-29,USA,00:43:07,03:34:04,02:12:35,06:50:35
61,Jacob Allen,2221,M18-24,USA,00:47:59,03:21:39,02:17:17,06:50:35
178,Ethan Cullermayeno,955,M30-34,USA,00:41:52,03:31:13,02:24:56,06:50:36
65,Candace White,1318,F35-39,USA,00:48:59,03:28:58,02:16:56,06:50:45
66,Katie Klane,2549,F35-39,USA,00:32:09,03:23:57,02:43:22,06:50:53
192,Jacob Halladay,2882,M40-44,USA,00:37:24,03:18:52,02:40:14,06:50:54
193,Shane Hansen,2490,M40-44,USA,00:40:54,03:14:18,02:40:02,06:50:55
88,Mark Neidhold,2315,M55-59,USA,00:38:16,03:06:38,02:47:21,06:50:56
19,Kelly Wavrin,1519,F55-59,USA,00:43:16,03:28:47,02:26:10,06:50:56
194,Brian Elison,2599,M40-44,USA,00:46:54,03:25:05,02:26:14,06:50:59
222,Logan Hind,3035,M35-39,USA,00:42:49,03:32:53,02:18:58,06:51:03
89,Mike Gunnar,2382,M55-59,USA,00:44:13,03:17:29,02:33:05,06:51:04
151,Chad Williams,1636,M50-54,USA,00:39:14,03:13:34,02:43:32,06:51:05
152,Scott Schreiman,1907,M50-54,USA,00:57:44,03:19:56,02:16:25,06:51:10
153,Keelan Kaiser,3026,M50-54,USA,00:42:29,03:35:37,02:19:05,06:51:15
123,Devon Lind,1325,M25-29,USA,00:42:09,03:16:04,02:41:31,06:51:23
223,Adam Evertsen,2835,M35-39,USA,00:45:20,03:31:01,02:14:12,06:51:26
12,Susan Henning,286,F60-64,USA,00:40:23,03:30:45,02:29:02,06:51:30
2,Heather Grahame,1183,F65-69,USA,00:39:39,03:10:16,02:50:21,06:51:31
224,Dave Beckstrand,2559,M35-39,USA,00:39:14,03:33:53,02:25:39,06:51:32
154,Don Craine,885,M50-54,USA,00:47:00,03:20:51,02:31:38,06:51:40
168,Kris West,2400,M45-49,USA,00:37:15,03:16:47,02:37:40,06:51:41
74,Chelsea Pearson,853,F40-44,USA,00:42:54,03:31:40,02:23:09,06:51:42
169,Esteban Morales,1865,M45-49,USA,01:03:55,03:33:33,02:00:09,06:51:50
155,Steven Platz,2593,M50-54,USA,00:39:39,03:16:57,02:36:28,06:51:58
195,Nick Biggs,2314,M40-44,USA,00:40:12,03:23:14,02:32:28,06:52:09
124,Luke Brasuell,1898,M25-29,USA,00:40:56,03:18:52,02:32:45,06:52:12
20,Mj Tarabein,954,F55-59,CHE,00:48:41,03:23:51,02:26:20,06:52:12
59,Laura Serreyn,1045,F45-49,USA,00:47:03,03:27:48,02:26:36,06:52:14
71,Kelsey Schroeder,2093,F30-34,USA,00:42:31,03:33:18,02:06:59,06:52:30
72,Stacey Mendez,723,F30-34,USA,00:50:05,03:21:30,02:27:17,06:52:36
125,Tyler Lawson,3052,M25-29,USA,00:53:29,03:24:03,02:17:20,06:52:39
170,Michael Dorius,2968,M45-49,USA,00:41:42,03:07:37,02:47:31,06:52:50
171,Warren Butterfield,224,M45-49,USA,00:44:11,03:22:52,02:18:23,06:52:51
21,Rebecca Sanders,1810,F55-59,CAN,00:48:11,03:34:07,02:11:34,06:52:55
-,Team Mbg,4023,RELAY,USA,00:53:06,03:51:04,02:00:48,06:52:56
196,Joe Ollila,1666,M40-44,USA,00:42:00,02:50:24,03:06:16,06:53:04
179,Alexander Kuehl,2892,M30-34,USA,00:38:13,03:27:56,02:17:42,06:53:08
197,Adam Claes,1825,M40-44,USA,00:47:13,03:15:07,02:32:15,06:53:21
40,Liz Hill,774,F50-54,USA,00:42:20,03:36:09,02:23:01,06:53:28
225,Jeff Bosch,123,M35-39,USA,00:36:53,03:40:22,02:23:52,06:53:29
180,Tanner Browning,1945,M30-34,USA,00:50:14,03:21:44,02:24:05,06:53:31
181,Jaime Medellin'S,2582,M30-34,USA,00:50:36,03:34:10,02:14:47,06:53:31
90,Brad Gerrard,1655,M55-59,USA,00:36:42,03:06:25,02:51:25,06:53:33
226,Steven Prata,1532,M35-39,USA,00:39:02,03:23:29,02:37:04,06:53:39
156,Fred Alamshaw,188,M50-54,USA,00:34:34,03:23:46,02:39:51,06:53:40
62,Evan Roshak,2493,M18-24,USA,00:37:08,03:06:06,02:48:13,06:53:40
13,Marty Smith,826,F60-64,USA,00:36:49,03:34:43,02:27:30,06:53:41
60,Elena Lorenzini,975,F45-49,USA,00:48:36,03:24:35,02:25:32,06:53:45
157,Jason Strickland,2180,M50-54,USA,00:45:50,03:09:01,02:39:03,06:53:46
182,Alex Davis,899,M30-34,USA,00:47:39,03:21:43,02:24:06,06:53:47
41,Lavonne Rembert,362,F50-54,USA,00:42:47,03:19:24,02:39:52,06:53:51
73,Kelsey Rolfs,2990,F30-34,USA,00:35:57,03:32:50,02:29:13,06:53:56
227,Matt Stafford,2190,M35-39,USA,00:38:37,03:20:33,02:33:36,06:54:00
22,Barbara Nelson,160,F55-59,USA,00:44:51,03:10:30,02:44:27,06:54:01
41,Whitney Welker,562,F25-29,USA,00:48:19,03:07:10,02:45:09,06:54:04
91,Eric Gilsenan,1627,M55-59,USA,00:41:36,03:20:40,02:34:26,06:54:06
126,Devin Marcy,1321,M25-29,USA,00:39:49,03:08:57,02:55:42,06:54:08
228,Alex Pirro,2701,M35-39,USA,00:56:12,03:28:04,02:03:46,06:54:14
67,Mariana Greene,2063,F35-39,USA,00:40:01,03:40:13,02:23:28,06:54:17
92,Rodney Tirrell,2746,M55-59,USA,00:42:47,03:05:58,02:45:34,06:54:21
172,Mauricio Velazquez,1803,M45-49,USA,00:50:14,03:23:13,02:25:28,06:54:27
14,Karl Thieme,904,M65-69,USA,00:33:51,03:00:50,03:08:29,06:54:31
13,Ellie Larkin,2054,F18-24,USA,00:34:45,03:30:26,02:34:52,06:54:55
158,Glen Randall,2470,M50-54,USA,00:36:04,03:18:41,02:45:35,06:54:57
198,Jose Guzman,1331,M40-44,USA,00:35:24,03:13:49,02:51:23,06:55:08
32,Darol Fishman,492,M60-64,USA,00:40:14,03:30:12,02:33:18,06:55:09
173,Rodney Christensen,786,M45-49,USA,00:37:19,03:21:14,02:43:21,06:55:09
61,Amy Ziemba,2959,F45-49,USA,00:40:16,03:22:16,02:38:14,06:55:10
93,Michael Back,2165,M55-59,USA,00:41:20,03:01:04,02:56:09,06:55:18
174,Tyler Hill,2901,M45-49,USA,00:41:33,03:13:39,02:43:06,06:55:24
75,Pia Groennemose,2761,F40-44,DNK,00:34:31,03:34:35,02:33:40,06:55:27
175,Paulo Diaz,736,M45-49,USA,00:56:34,03:09:48,02:32:55,06:55:28
176,Benjamin Newton,2491,M45-49,USA,00:47:33,03:27:20,02:17:42,06:55:29
183,William Hinson,2292,M30-34,USA,00:38:28,03:20:33,02:32:25,06:55:40
14,Sylvia Schulter,1204,F60-64,USA,00:44:01,03:38:11,02:23:32,06:55:49
229,Asa Holly,2509,M35-39,USA,00:35:54,03:34:31,02:23:19,06:55:51
159,Jeff Verschell,1059,M50-54,USA,00:42:39,03:12:21,02:43:59,06:56:01
127,Dylan Olson,2697,M25-29,USA,00:45:18,03:15:55,02:42:19,06:56:03
63,Matthew Rivera,2469,M18-24,USA,00:34:22,03:11:05,02:58:00,06:56:17
160,Emmanuel Griffon,2031,M50-54,USA,00:42:08,03:28:57,02:22:19,06:56:18
74,Carrie Toolson,2845,F30-34,USA,00:41:56,03:32:15,02:16:13,06:56:25
94,Steve Platman,1172,M55-59,USA,00:38:57,03:26:28,02:26:29,06:56:26
75,Aubrey Place,3073,F30-34,USA,00:29:56,03:42:37,02:31:08,06:56:33
177,Jeffrey Sample,1979,M45-49,USA,00:37:00,03:13:43,02:46:04,06:56:36
64,Samuel Drumeller,1526,M18-24,USA,00:36:22,03:02:50,03:02:09,06:56:43
-,Team Team Fast Friends,4044,RELAY,USA,00:45:10,04:01:08,01:59:01,06:56:44
178,Paul Mangual,1144,M45-49,USA,00:43:09,03:14:34,02:43:35,06:56:45
95,Bruce Richards,181,M55-59,USA,00:37:18,03:24:35,02:41:46,06:56:51
62,Brandy Sambirsky,1422,F45-49,USA,00:56:22,03:30:17,02:19:28,06:57:00
161,Kevin Navin,2829,M50-54,USA,00:42:20,03:13:01,02:39:10,06:57:05
199,Jason Merrill,2941,M40-44,USA,00:39:22,03:19:50,02:42:36,06:57:12
200,Jimmy Ooi,1025,M40-44,USA,00:52:47,03:15:49,02:33:55,06:57:12
76,Kristy Stecker,2320,F40-44,USA,00:41:12,03:22:50,02:29:45,06:57:17
33,Bob Wilder,451,M60-64,USA,00:41:16,03:30:25,02:36:14,06:57:32
63,Emily Freeman,1389,F45-49,USA,00:51:12,03:19:30,02:36:07,06:57:35
42,Raquel Kopeck,2285,F25-29,USA,00:36:40,03:31:01,02:36:51,06:57:42
65,Charles McNamara,1940,M18-24,USA,00:36:30,03:34:06,02:30:28,06:57:43
43,Megan Dempsey,2102,F25-29,USA,00:46:57,03:35:12,02:13:32,06:57:43
42,Michelle McClenahan,1050,F50-54,USA,00:45:24,03:17:15,02:43:36,06:57:45
77,Krista McNaught-davis,2234,F40-44,USA,00:46:30,03:36:10,02:17:09,06:57:48
179,Thomas Fedoruk,2678,M45-49,USA,00:44:14,03:11:52,02:49:53,06:57:51
162,Peter Jager,1240,M50-54,USA,00:44:25,03:03:19,02:47:51,06:58:02
180,Benjamin Wiederhold,2682,M45-49,USA,00:44:02,03:23:09,02:37:06,06:58:04
201,Geoff Bird,198,M40-44,USA,00:59:04,03:18:52,02:22:21,06:58:09
15,Brad Shapiro,1930,M65-69,USA,00:44:11,03:26:42,02:27:39,06:58:26
184,Serghei Madan,2696,M30-34,USA,00:51:48,03:30:35,02:17:17,06:58:26
230,Colt Pini,1935,M35-39,USA,00:48:02,03:15:09,02:33:44,06:58:28
15,Charlotte Laughlin,187,F60-64,USA,00:40:18,03:08:44,02:53:50,06:58:32
96,Mike Nagel,943,M55-59,USA,00:44:03,03:22:59,02:37:32,06:58:45
34,Johnny Pitts,3021,M60-64,USA,00:41:21,03:25:47,02:35:31,06:58:47
202,Spencer Caldwell,182,M40-44,USA,00:44:42,03:34:30,02:26:31,06:58:51
97,Robert Larosa,1872,M55-59,USA,00:38:45,03:36:05,02:29:00,06:58:56
23,Susan Zilinskas,2673,F55-59,USA,00:42:00,03:19:21,02:42:38,06:59:00
163,Douglas Denys,2916,M50-54,USA,00:42:42,03:35:12,02:27:42,06:59:01
185,Albert Cui,2778,M30-34,USA,00:51:53,03:39:59,02:07:04,06:59:03
14,Gabrielle Dodson,2342,F18-24,USA,00:40:26,03:36:45,02:28:51,06:59:08
